DOCUMENT ID,PARTY TYPE,NAME,school,BOROUGH,BLOCK,LOT,STREET NUMBER,STREET NAME,DOC. TYPE,DOC. DATE,DOC. AMOUNT,boro_label
2012032000535001,2,THE TRUSTEES OF COLUMBIA UNIVERSITY,Columbia University,1,1996,56,651,WEST 125 STREET (ADJACENT TO),DEED,03/14/2012,3579423.29,Manhattan
2012032000535001,2,THE TRUSTEES OF COLUMBIA UNIVERSITY,Columbia University,1,1997,34,3251,BROADWAY (ADJACENT TO),DEED,03/14/2012,3579423.29,Manhattan
2012032000535001,2,THE TRUSTEES OF COLUMBIA UNIVERSITY,Columbia University,1,1997,18,617,WEST 130 STREET (ADJACENT TO),DEED,03/14/2012,3579423.29,Manhattan
2012032000535001,2,THE TRUSTEES OF COLUMBIA UNIVERSITY,Columbia University,1,1997,40,604,WEST 131 STREET (ADJACENT TO),DEED,03/14/2012,3579423.29,Manhattan
2012032000535001,2,THE TRUSTEES OF COLUMBIA UNIVERSITY,Columbia University,1,1997,9,631,WEST 130 STREET (ADJACENT TO),DEED,03/14/2012,3579423.29,Manhattan
2012032000535001,2,THE TRUSTEES OF COLUMBIA UNIVERSITY,Columbia University,1,1997,48,622,WEST 131 STREET (ADJACENT TO),DEED,03/14/2012,3579423.29,Manhattan
2012032000535001,2,THE TRUSTEES OF COLUMBIA UNIVERSITY,Columbia University,1,1997,21,615,WEST 130 STREET (ADJACENT TO),DEED,03/14/2012,3579423.29,Manhattan
2012032000535001,2,THE TRUSTEES OF COLUMBIA UNIVERSITY,Columbia University,1,1998,26,605,WEST 131 STREET (ADJACENT TO),DEED,03/14/2012,3579423.29,Manhattan
2012032000535001,2,THE TRUSTEES OF COLUMBIA UNIVERSITY,Columbia University,1,1997,17,623,WEST 130 STREET (ADJACENT TO),DEED,03/14/2012,3579423.29,Manhattan
2012032000535001,2,THE TRUSTEES OF COLUMBIA UNIVERSITY,Columbia University,1,1998,24,609,WEST 131 STREET (ADJACENT TO),DEED,03/14/2012,3579423.29,Manhattan
2012032000535001,2,THE TRUSTEES OF COLUMBIA UNIVERSITY,Columbia University,1,1996,18,627,WEST 129 STREET (ADJACENT TO),DEED,03/14/2012,3579423.29,Manhattan
2012032000535001,2,THE TRUSTEES OF COLUMBIA UNIVERSITY,Columbia University,1,1998,29,3259,BROADWAY (ADJACENT TO),DEED,03/14/2012,3579423.29,Manhattan
2012032000535001,2,THE TRUSTEES OF COLUMBIA UNIVERSITY,Columbia University,1,1997,44,614,WEST 131 STREET (ADJACENT TO),DEED,03/14/2012,3579423.29,Manhattan
2012032000535001,2,THE TRUSTEES OF COLUMBIA UNIVERSITY,Columbia University,1,1997,47,620,WEST 131 STREET (ADJACENT TO),DEED,03/14/2012,3579423.29,Manhattan
2012032000535001,2,THE TRUSTEES OF COLUMBIA UNIVERSITY,Columbia University,1,1997,8040,604,WEST 131 STEET,DEED,03/14/2012,3579423.29,Manhattan
2012032000535001,2,THE TRUSTEES OF COLUMBIA UNIVERSITY,Columbia University,1,1996,50,632,WEST 130 STREET (ADJACENT TO),DEED,03/14/2012,3579423.29,Manhattan
2012032000535001,2,THE TRUSTEES OF COLUMBIA UNIVERSITY,Columbia University,1,1996,20,623,WEST 129 STREET (ADJACENT TO),DEED,03/14/2012,3579423.29,Manhattan
2014050900268002,2,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE,Columbia University,1,1171,4115,80,RIVERSIDE BOULEVARD,,,,Manhattan
BK_7520028100563,2,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,Columbia University,2,5821,2810,,,,,,Bronx
2009050600218002,2,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,Columbia University,1,2123,80,47,AUDUBON AVE,,,,Manhattan
2009050600218002,2,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,Columbia University,1,2123,81,49,AUDUBON AVE,,,,Manhattan
2009050600218002,2,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,Columbia University,1,2123,82,51,AUDUBON AVE,,,,Manhattan
FT_1940000287994,1,NEW YORK UNIVERSITY,New York University,1,535,36,17,WEST    3 STREET,,,,Manhattan
FT_1350000372535,2,COLUMBIA UNIVERSITYETAL,Columbia University,1,628,4,10,9 AVENUE,,,,Manhattan
FT_1350000372535,2,COLUMBIA UNIVERSITYETAL,Columbia University,1,628,12,,,,,,Manhattan
2009111800338001,2,NEW YORK UNIVERSITY,New York University,1,1361,7,10,MITCHELL PLACE,,,,Manhattan
FT_1160004419816,2,NEW SCHOOL FOR SOCIAL RESEARCH,The New School,1,577,71,,,,,,Manhattan
FT_1980000298398,1,COLUMBIA UNIVERSITY,Columbia University,1,1973,1,530,WEST  120 STREET,,,,Manhattan
FT_1440008486544,2,COLUMBIA UNIVERSITYFBO,Columbia University,1,835,41,,,,,,Manhattan
2005081600617002,2,"ST JOHN'S UNIVERSITY, NEW YORK",St. John's University,4,6715,36,147-06,UNION TURNPIKE,DEEDO,08/10/2005,998000,Queens
FT_1970004132097,1,COLUMBIA UNIVERSITYIN THE CITY OF N.Y.,Columbia University,1,1231,1089,,,,,,Manhattan
FT_3260001040926,1,PRATT INSTITUTE,Pratt Institute,3,1924,14,257,CLASSON AVENUE,,,,Brooklyn
2007100800379001,1,NEW YORK UNIVERSITY,New York University,1,1373,1403,425,MAIN STREET,DEED,10/03/2007,619970,Manhattan
FT_1160005558716,2,COLUMBIA UNIVERSITYCITY OF NEW YORK TRUSTEE,Columbia University,1,759,18,,,,,,Manhattan
FT_2830000633083,2,TRUSTEES/COLUMBIA UNIVER,Columbia University,2,5862,62,5829,LIEBIG AVENUE,,,,Bronx
FT_1340000070834,2,NEW YORK UNIVERSITY,New York University,1,551,7,19,WASHINGTON SQUARE N,DEED,08/06/1984,0,Manhattan
FT_1900000242190,2,NEW SCHOOL FOR ETAL,The New School,1,850,1337,280,PARK AVENUE SOUTH,,,,Manhattan
2011061400359001,2,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE,Columbia University,1,1995,53,558,RIVERSIDE DRIVE,DEED,11/10/2009,10,Manhattan
FT_1050008521805,1,FORDHAM UNIVERSITY,Fordham University,1,1375,46,,,,,,Manhattan
FT_1250008524825,2,COLUMBIA UNIV CITY NY TR,Columbia University,1,1882,8,,,,,,Manhattan
FT_1510008612251,1,NEW SCHOOL SOCL RESEARCH,The New School,1,575,23,,,DEED,,0,Manhattan
FT_1510008612251,1,NEW SCHOOL SOCL RESEARCH,The New School,1,575,24,,,DEED,,0,Manhattan
2005062700092001,1,NEW SCHOOL FOR SOCIAL RESEARCH F/K/A,The New School,1,576,42,64,5 AVENUE,,,,Manhattan
2005062700092001,1,NEW SCHOOL FOR SOCIAL RESEARCH F/K/A,The New School,1,576,36,2,WEST 13 STREET,,,,Manhattan
2005062700092001,1,NEW SCHOOL FOR SOCIAL RESEARCH F/K/A,The New School,1,576,41,68,5 AVENUE,,,,Manhattan
FT_1560000123656,1,COLUMBIA UNIV CITY OF NY,Columbia University,1,1875,10,2701,BROADWAY,,,,Manhattan
FT_1560000123656,1,COLUMBIA UNIV CITY OF NY,Columbia University,1,1875,53,2709,BROADWAY,,,,Manhattan
FT_1020008565102,1,NEW YORK UNIVERSITY,New York University,1,537,30,,,DEED,,0,Manhattan
BK_6620012100174,2,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,Columbia University,2,5922,122,,,DEED,09/09/1966,0,Bronx
2006090800599007,2,THE NEW SCHOOL,The New School,1,571,1501,10,EAST 14 STREET,,,,Manhattan
2006090800599007,2,THE NEW SCHOOL,The New School,1,571,1502,10,EAST 14 STREET,,,,Manhattan
2007091700203001,1,NEW YORK UNIVERSITY,New York University,1,1373,1487,425,MAIN STREET,DEED,09/01/2007,753502,Manhattan
2007111200667004,1,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,Columbia University,1,1986,10,555,WEST 131ST ST,,,,Manhattan
2007111200667004,1,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,Columbia University,1,1986,1,3260,BROADWAY,,,,Manhattan
2007111200667004,1,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,Columbia University,1,1986,6,573-577,WEST 131ST ST.,,,,Manhattan
2007111200667004,1,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,Columbia University,1,1986,65,3280-90,BROADWAY,,,,Manhattan
2007111200667004,1,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,Columbia University,1,1986,30,3270,BROADWAY,,,,Manhattan
2011122800385001,2,NEW YORK UNIVERSITY,New York University,1,918,1017,240,EAST 38TH   STREET,DEED,12/21/2011,3902500,Manhattan
BK_7420025600044,1,FORDHAM UNIVERSITY,Fordham University,2,3273,318,,,DEED,08/16/1974,0,Bronx
2009101300665003,1,NEW YORK UNIVERSITY,New York University,1,1219,1107,100,WEST 89TH   STREET,,,,Manhattan
FT_1180008515718,2,COLUMBIA UNIV CTY NYTR,Columbia University,1,1410,33,,,,,,Manhattan
FT_1560004767556,2,NEW SCHOOL FOR SOCIAL RESEARCH,The New School,1,577,71,,,,,,Manhattan
2005101700310002,2,THE TRUSTEES OF COLUMBIA UNIVERSITY,Columbia University,4,3223,39,94-07,71 AVENUE,,,,Queens
2011102501115001,1,NEW SCHOOL FOR SOCIAL RESEARCH,The New School,1,608,29,116,WEST 13TH   STREET,,,,Manhattan
2011102501115001,1,NEW SCHOOL FOR SOCIAL RESEARCH,The New School,1,571,1101,22,EAST 14TH   STREET,,,,Manhattan
2011102501115001,1,NEW SCHOOL FOR SOCIAL RESEARCH,The New School,1,577,1002,72,5 AVENUE,,,,Manhattan
2012022201124001,2,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,Columbia University,1,1996,16,633,WEST 125 STREET,DEED COR,05/25/2006,0,Manhattan
2007010300574003,1,THE NEW SCHOOL,The New School,1,743,1003,300,WEST 20 STREET,,,,Manhattan
2006100200195001,2,THE TRUSTEES OF COLUMBIA UNIVERSITY,Columbia University,1,2141,17,4070-076,BROADWAY,,,,Manhattan
FT_1250004361425,2,NEW YORK UNIVERSITY,New York University,1,550,29,16,EAST    8 STREET,,,,Manhattan
FT_1250004361425,2,NEW YORK UNIVERSITY,New York University,1,550,6,,,,,,Manhattan
FT_1250004361425,2,NEW YORK UNIVERSITY,New York University,1,550,32,,,,,,Manhattan
FT_1250004361425,2,NEW YORK UNIVERSITY,New York University,1,550,18,,,,,,Manhattan
FT_1250004361425,2,NEW YORK UNIVERSITY,New York University,1,550,30,18,EAST    8 STREET,,,,Manhattan
FT_1250004361425,2,NEW YORK UNIVERSITY,New York University,1,550,26,,,,,,Manhattan
FT_1250004361425,2,NEW YORK UNIVERSITY,New York University,1,550,1,,,,,,Manhattan
FT_1250004361425,2,NEW YORK UNIVERSITY,New York University,1,550,27,,,,,,Manhattan
FT_1250004361425,2,NEW YORK UNIVERSITY,New York University,1,550,17,,,,,,Manhattan
FT_1250004361425,2,NEW YORK UNIVERSITY,New York University,1,550,4,,,,,,Manhattan
FT_1250004361425,2,NEW YORK UNIVERSITY,New York University,1,550,5,,,,,,Manhattan
FT_1250004361425,2,NEW YORK UNIVERSITY,New York University,1,550,3,,,,,,Manhattan
FT_1250004361425,2,NEW YORK UNIVERSITY,New York University,1,550,16,,,,,,Manhattan
FT_1250004361425,2,NEW YORK UNIVERSITY,New York University,1,550,24,,,,,,Manhattan
FT_1250004361425,2,NEW YORK UNIVERSITY,New York University,1,550,13,,,,,,Manhattan
FT_1250004361425,2,NEW YORK UNIVERSITY,New York University,1,550,2,,,,,,Manhattan
BK_8120044001715,1,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,Columbia University,2,5921,264,,,DEED,04/15/1981,0,Bronx
BK_8120044001715,1,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,Columbia University,2,5922,122,,,DEED,04/15/1981,0,Bronx
BK_8120044001715,1,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,Columbia University,2,5922,264,,,DEED,04/15/1981,0,Bronx
BK_8120044001715,1,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,Columbia University,2,5921,255,,,DEED,04/15/1981,0,Bronx
BK_8120044001715,1,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,Columbia University,2,5922,255,,,DEED,04/15/1981,0,Bronx
BK_8120044001715,1,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,Columbia University,2,5922,121,,,DEED,04/15/1981,0,Bronx
BK_8120044001715,1,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,Columbia University,2,5921,121,,,DEED,04/15/1981,0,Bronx
BK_8120044001715,1,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,Columbia University,2,5921,670,,,DEED,04/15/1981,0,Bronx
BK_8120044001715,1,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,Columbia University,2,5921,122,,,DEED,04/15/1981,0,Bronx
BK_8120044001715,1,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,Columbia University,2,5922,670,,,DEED,04/15/1981,0,Bronx
BK_7330060500990,1,PRATT INSTITUTE,Pratt Institute,3,1924,14,,,,,,Brooklyn
2013081400913001,1,NEW YORK UNIVERSITY,New York University,3,1887,11,129,VANDERBILT AVENUE,,,,Brooklyn
FT_1990004132099,1,COLUMBIA UNIVERSITYIN THE CITY OF N.Y.,Columbia University,1,1237,1106,,,,,,Manhattan
FT_1610008553761,2,NEW YORK UNIVERSITY,New York University,1,931,26,,,DEED,,0,Manhattan
BK_6720017700124,2,FORDHAM UNIVERSITY,Fordham University,2,3273,321,,,DEED,01/27/1967,0,Bronx
2008032001050002,1,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,Columbia University,1,1158,1567,200,WEST END AVENUE,,,,Manhattan
2003102202071001,1,NEW YORK UNIVERSITY,New York University,1,541,33,249,SULLIVAN STREET,,,,Manhattan
2003102202071001,1,NEW YORK UNIVERSITY,New York University,1,541,8001,40,WASHINGTON SQUARE S,,,,Manhattan
2003102202071001,1,NEW YORK UNIVERSITY,New York University,1,541,1,40,WASHINGTON SQUARE S,,,,Manhattan
2012100101495007,1,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,Columbia University,1,2094,36,3593,BROADWAY,,,,Manhattan
FT_1700008629370,1,COLUMBIA UNIV NYC TRSTS,Columbia University,1,1961,31,,,,,,Manhattan
FT_1700008629370,1,COLUMBIA UNIV NYC TRSTS,Columbia University,1,1961,61,,,,,,Manhattan
FT_1700008629370,1,COLUMBIA UNIV NYC TRSTS,Columbia University,1,1961,44,,,,,,Manhattan
FT_1700008629370,1,COLUMBIA UNIV NYC TRSTS,Columbia University,1,1961,26,,,,,,Manhattan
FT_1710007580771,1,COLUMBIA UNIVERSITYIN THE CITY/NEW YORK TRUSTEES/,Columbia University,1,2124,17,,,,,,Manhattan
FT_1710007580771,1,COLUMBIA UNIVERSITYIN THE CITY/NEW YORK TRUSTEES/,Columbia University,1,2124,21,,,,,,Manhattan
FT_1330008615433,2,COLUMBIA UNIV IN NYCTR,Columbia University,1,1563,24,,,,,,Manhattan
FT_1010000420301,2,TRUSTEES COLUMBIA UNIV,Columbia University,1,1312,40,968,3 AVENUE,DEED,01/03/1992,0,Manhattan
2007072001558003,1,NEW YORK UNIVERSITY,New York University,1,1373,1401,425,MAIN STREET,,,,Manhattan
2010020100070001,2,NEW YORK UNIVERSITY,New York University,1,547,20,15,WASHINGTON PLACE,,,,Manhattan
2010020100070001,2,NEW YORK UNIVERSITY,New York University,1,546,21,8,WASHINGTON PLACE,,,,Manhattan
2010020100070001,2,NEW YORK UNIVERSITY,New York University,1,547,26,3,WASHINGTON PLACE,,,,Manhattan
2010020100070001,2,NEW YORK UNIVERSITY,New York University,1,547,19,7,WASHINGTON PLACE,,,,Manhattan
2010020100070001,2,NEW YORK UNIVERSITY,New York University,1,546,31,4,WASHINGTON PLACE,,,,Manhattan
FT_1360007085236,2,COLUMBIA UNIVERSITYIN THE CITY/NEW YORK TRUSTEE,Columbia University,1,1833,2027,,,,,,Manhattan
FT_1210008542021,2,PRATT INSTITUTE,Pratt Institute,1,886,21,,,,,,Manhattan
2009082100303002,1,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDATION,New York University,1,1115,1181,25,CENTRAL PARK WEST,,,,Manhattan
2015050400654001,1,NEW SCHOOL UNIVERSITY,The New School,1,577,1002,72,5 AVENUE,,,,Manhattan
2015050400654001,1,NEW SCHOOL UNIVERSITY,The New School,1,571,1101,22,EAST 14TH   STREET,,,,Manhattan
2015050400654001,1,NEW SCHOOL UNIVERSITY,The New School,1,608,29,116,WEST 13TH   STREET,,,,Manhattan
FT_1320008665332,2,COLUMBIA UNIV IN NYCTR,Columbia University,1,1884,154,,,,,,Manhattan
BK_6920011101391,1,FORDHAM UNIVERSITY,Fordham University,2,3273,1,,,DEED,07/08/1969,0,Bronx
BK_7320020300132,1,TRUSTEES OF COLUMBIA UNIVERSITY CITY OF NEW YORK,Columbia University,2,3148,23,,,DEED,02/20/1973,0,Bronx
FT_1130008560613,2,NEW YORK UNIVERSITY,New York University,1,939,34,,,DEED,,0,Manhattan
FT_1400008453640,1,TRUSTEES COLUMBIA UNIV,Columbia University,1,2124,17,,,DEED,,0,Manhattan
FT_1400008453640,1,TRUSTEES COLUMBIA UNIV,Columbia University,1,2124,21,,,DEED,,0,Manhattan
FT_2120007557312,2,FORDHAM UNIVERSITY,Fordham University,2,3273,236,,,DEED,01/31/2001,0,Bronx
2007092100667001,1,NEW YORK UNIVERSITY,New York University,1,1373,1483,425,MAIN STREET,DEED,09/12/2007,725892,Manhattan
FT_1220008484222,2,COLUMBIA UNIVERSITYIN,Columbia University,1,1019,49,,,,,,Manhattan
FT_1220008484222,2,COLUMBIA UNIVERSITYIN,Columbia University,1,2180,87,,,,,,Manhattan
FT_1220008484222,2,COLUMBIA UNIVERSITYIN,Columbia University,1,1332,37,,,,,,Manhattan
FT_1220008484222,2,COLUMBIA UNIVERSITYIN,Columbia University,1,1019,24,,,,,,Manhattan
FT_1220008484222,2,COLUMBIA UNIVERSITYIN,Columbia University,1,1019,41,,,,,,Manhattan
FT_1220008484222,2,COLUMBIA UNIVERSITYIN,Columbia University,1,1019,46,,,,,,Manhattan
FT_1400008524040,2,COLUMBIA UNIV CITY NY TR,Columbia University,1,1882,8,,,,,,Manhattan
FT_1340008620034,2,COLUMBIA UNIV CNY TRUSTE,Columbia University,1,2139,275,,,DEED,,0,Manhattan
2012100101495006,1,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,Columbia University,1,2094,32,,BROADWAY,,,,Manhattan
FT_1040008594104,1,NEW YORK UNIVERSITY,New York University,1,535,49,,,DEED,,0,Manhattan
FT_1040008594104,1,NEW YORK UNIVERSITY,New York University,1,535,52,,,DEED,,0,Manhattan
FT_1040008594104,1,NEW YORK UNIVERSITY,New York University,1,535,43,,,DEED,,0,Manhattan
FT_1040008594104,1,NEW YORK UNIVERSITY,New York University,1,535,57,,,DEED,,0,Manhattan
FT_1040008594104,1,NEW YORK UNIVERSITY,New York University,1,535,56,,,DEED,,0,Manhattan
FT_1040008594104,1,NEW YORK UNIVERSITY,New York University,1,535,55,,,DEED,,0,Manhattan
FT_1040008594104,1,NEW YORK UNIVERSITY,New York University,1,535,50,,,DEED,,0,Manhattan
FT_1040008594104,1,NEW YORK UNIVERSITY,New York University,1,535,47,,,DEED,,0,Manhattan
FT_1040008594104,1,NEW YORK UNIVERSITY,New York University,1,535,48,,,DEED,,0,Manhattan
FT_1730000369873,1,COLUMBIA UNIV. NYC TRTEE,Columbia University,1,1973,1,530,WEST  120 STREET,,,,Manhattan
2012100101495005,1,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,Columbia University,1,2094,29,3589,BROADWAY,,,,Manhattan
FT_1290008670729,2,COLUMBIA UNIV IN NYCTR,Columbia University,1,1896,9,,,,,,Manhattan
FT_1290008670729,2,COLUMBIA UNIV IN NYCTR,Columbia University,1,1896,36,,,,,,Manhattan
FT_1300006708930,2,NEW SCHOOL UNIVERSITY,The New School,1,1171,1236,,,,,,Manhattan
BK_7140046000137,1,TRUSTEES OF COLUMBIA UNIVERSTIY IN THE CITY OF NEW,Columbia University,4,255,23,,,,,,Queens
BK_7140046000137,1,TRUSTEES OF COLUMBIA UNIVERSTIY IN THE CITY OF NEW,Columbia University,4,255,16,,,,,,Queens
2004101300887001,2,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,Columbia University,1,1997,21,615,WEST 130 STREET,DEED,10/06/2004,825000,Manhattan
2007091700302001,1,NEW YORK UNIVERSITY,New York University,1,1373,1369,425,MAIN STREET,DEED,09/10/2007,790148,Manhattan
FT_1530000031653,2,NEW YORK UNIVERSITY,New York University,1,540,24,230,SULLIVAN STREET,DEED,05/16/1983,0,Manhattan
BK_7430075101762,1,TRUSTEES OF COLUMBIA UNIVERSITY CITY NY,Columbia University,3,5210,17,,,,,,Brooklyn
2003061101293001,2,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,Columbia University,1,1115,1501,61,WEST 62ND STREET,,,,Manhattan
2011111500359001,1,PRATT INSTITUTE,Pratt Institute,3,1905,1002,524,MYRTLE AVENUE,DEED,11/09/2011,3950000,Brooklyn
2005061400707001,2,THE TRUSTEES OF COLUMBIA UNIVERSITY / NYC,Columbia University,1,1867,67,420,WEST 116 STREET,DEED COR,12/13/1978,0,Manhattan
FT_1960008608896,1,NEW YORK UNIVERSITY,New York University,1,532,10,,,,,,Manhattan
FT_1960008608896,1,NEW YORK UNIVERSITY,New York University,1,546,26,,,,,,Manhattan
FT_1960008608896,1,NEW YORK UNIVERSITY,New York University,1,532,11,,,,,,Manhattan
FT_1960008608896,1,NEW YORK UNIVERSITY,New York University,1,546,21,,,,,,Manhattan
FT_1960008608896,1,NEW YORK UNIVERSITY,New York University,1,532,9,,,,,,Manhattan
FT_1960008608896,1,NEW YORK UNIVERSITY,New York University,1,532,8,,,,,,Manhattan
FT_1080008475908,2,COLUMBIA UNIVERSITYNYC,Columbia University,1,37,23,,,,,,Manhattan
2007102100019003,1,TRUSTEES OF COLUMBIA UNIVERSITY CITY OF NEW YORK,Columbia University,1,943,1016,330,EAST 38TH STREET,DEED,10/03/2007,862000,Manhattan
2006030900490001,2,THE TRUSTEES OF COLUMBIA UNIVERSITY IN CITY OF NY,Columbia University,1,1996,50,632,WEST 130TH STREET,DEED,03/07/2006,750000,Manhattan
2012030701180001,2,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NY,Columbia University,2,5709,19,3050,CORLEAR AVENUE,,,,Bronx
FT_1670008533567,2,COLUMBIA UNIV NYC TRTEES,Columbia University,1,1019,41,,,,,,Manhattan
2011010701003001,1,FORDHAM UNIVERSITY,Fordham University,1,1132,35,49-55,AMSTERDAM AVENUE,DEED,01/07/2011,125000000,Manhattan
2007070201505002,2,NEW YORK UNIVERSITY,New York University,1,1373,1383,425,MAIN STREET,DEED,06/21/2007,798000,Manhattan
FT_3550007157855,1,NYU SCHOOL OF LAW FACULTY RETENTION ASSISTANCE COR,New York University,3,1072,48,,,,,,Brooklyn
2006070301239001,2,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NY,Columbia University,1,1987,9,547,WEST 133RD STREET,DEEDO,06/30/2006,1850000,Manhattan
FT_3110007357011,2,NEW YORK UNIVERSITY,New York University,3,2316,1,1,NORTH    7 STREET,,,,Brooklyn
FT_3110007357011,2,NEW YORK UNIVERSITY,New York University,3,2308,1,,,,,,Brooklyn
2013090500148001,2,NEW YORK UNIVERSITY,New York University,1,570,42,7,EAST 12TH   STREET,,,,Manhattan
2011122300903001,1,NEW YORK UNIVERSITY,New York University,1,1373,1460,425,MAIN STREET,DEED,12/22/2011,435000,Manhattan
2015052900522001,2,NEW YORK UNIVERSITY,New York University,1,535,8,567,LA GUARDIA PLACE,,,,Manhattan
2012091400784001,1,NEW YORK UNIVERSITY,New York University,1,1373,1471,425,MAIN STREET,DEED,09/12/2012,706615,Manhattan
FT_1890000346989,1,NEW YORK UNIVERSITY,New York University,1,962,8,433,EAST   30 STREET,,,,Manhattan
2007072001558002,2,NEW YORK UNIVERSITY,New York University,1,1373,1401,425,MAIN STREET,DEED,07/16/2007,592000,Manhattan
FT_1960008548696,2,COLUMBIA UNIV NYC TRST,Columbia University,1,1258,42,,,,,,Manhattan
FT_3100000960110,1,PRATT INSTITUTE,Pratt Institute,3,1918,16,275,WASHINGTON AVENUE,DEED,05/12/1983,0,Brooklyn
FT_3100000960110,1,PRATT INSTITUTE,Pratt Institute,3,1918,51,,HALL STREET,DEED,05/12/1983,0,Brooklyn
FT_3100000960110,1,PRATT INSTITUTE,Pratt Institute,3,1918,18,265,WASHINGTON AVENUE,DEED,05/12/1983,0,Brooklyn
FT_1630008667463,1,COLUMBIA UNIV IN NYCTR,Columbia University,1,1895,75,,,,,,Manhattan
FT_1630008667463,1,COLUMBIA UNIV IN NYCTR,Columbia University,1,1895,78,,,,,,Manhattan
2012030101057001,2,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDATION,New York University,1,1889,1267,845,WEST END AVENUE,DEED,02/27/2012,3625000,Manhattan
2009072800113001,2,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,Columbia University,1,1973,1,530,WEST 120 STREET,,,,Manhattan
2008040200362002,1,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,Columbia University,1,1158,1609,200,WEST END AVENUE,,,,Manhattan
FT_1820000283982,1,COLUMBIA UNIV CNY TRTEES,Columbia University,1,2120,33,2042,AMSTERDAM AVENUE,,,,Manhattan
2004080401904001,2,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,Columbia University,1,1973,1,530,WEST 120 STREET,,,,Manhattan
2014090500156001,2,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NY,Columbia University,1,1992,13,3041,BROADWAY,,,,Manhattan
2014090500156001,2,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NY,Columbia University,1,1989,50,600,WEST 120 STREET,,,,Manhattan
2011030100673001,1,NEW YORK UNIVERSITY,New York University,1,962,1079,433,EAST 30TH STREET,,,,Manhattan
2011030100673001,1,NEW YORK UNIVERSITY,New York University,1,962,1024,433,EAST 30TH STREET,,,,Manhattan
2011030100673001,1,NEW YORK UNIVERSITY,New York University,1,962,1008,433,EAST 30TH STREET,,,,Manhattan
2011030100673001,1,NEW YORK UNIVERSITY,New York University,1,962,1037,433,EAST 30TH STREET,,,,Manhattan
2011030100673001,1,NEW YORK UNIVERSITY,New York University,1,962,1006,433,EAST 30TH STREET,,,,Manhattan
2011030100673001,1,NEW YORK UNIVERSITY,New York University,1,962,1077,433,EAST 30TH STREET,,,,Manhattan
2011030100673001,1,NEW YORK UNIVERSITY,New York University,1,962,1050,433,EAST 30TH STREET,,,,Manhattan
2011030100673001,1,NEW YORK UNIVERSITY,New York University,1,962,1104,433,EAST 30TH STREET,,,,Manhattan
2011030100673001,1,NEW YORK UNIVERSITY,New York University,1,962,1042,433,EAST 30TH STREET,,,,Manhattan
2011030100673001,1,NEW YORK UNIVERSITY,New York University,1,962,1034,433,EAST 30TH STREET,,,,Manhattan
2011030100673001,1,NEW YORK UNIVERSITY,New York University,1,962,1098,433,EAST 30TH STREET,,,,Manhattan
2011030100673001,1,NEW YORK UNIVERSITY,New York University,1,962,1090,433,EAST 30TH STREET,,,,Manhattan
