school,boro_label,BLOCK,LOT,STREET NUMBER,STREET NAME,NAME,PARTY TYPE,DOC. TYPE,DOC. DATE,is_new
Columbia University,Manhattan,1885,27,,,COLUMBIA UNIV IN NYCTR,2,DEED,,False
Columbia University,Manhattan,1518,1090,,,TRUSTEES/COLUMBIA UNIVERSITY IN THE CITY/NEW YORK,1,,,True
Fordham University,Bronx,3056,14,2428,LORILLARD PLACE,FORDHAM UNIVERSITY,2,DEED,08/22/1989,True
New York University,Manhattan,190,1442,,,NYU SCHOOL OF LAW FACULTY RETENTION ASSTNCE CORP.,2,,,True
New York University,Brooklyn,131,25,101,TECH PLACE,NEW YORK UNIVERSITY,2,,,False
New York University,Brooklyn,142,1002,94,TECH PLACE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,879,1102,310,THIRD AVENUE,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,879,1103,310,THIRD AVENUE,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,879,1101,310,THIRD AVENUE,NEW YORK UNIVERSITY,1,,,True
Columbia University,Manhattan,1158,1545,200,WEST END AVENUE,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,2,DEED,03/26/2008,True
Columbia University,Manhattan,1867,43,,,COLUMBIA UNIV CITY NY TR,1,,,True
Columbia University,Manhattan,1867,44,,,COLUMBIA UNIV CITY NY TR,1,,,True
Columbia University,Manhattan,1867,42,,,COLUMBIA UNIV CITY NY TR,1,,,True
New York University,Manhattan,602,1119,1,MORTON SQUARE,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDATION,1,,,True
Columbia University,Manhattan,1300,127,145,EAST   45 STREET,COLUMBIA UNIVERSITYTR,1,,,True
New York University,Manhattan,923,1,,,NEW YORK UNIVERSITY,1,,,True
Fordham University,Bronx,3153,9,,,FORDHAM UNIVERSITY,2,,,True
Fordham University,Manhattan,746,9,355,WEST   22 STREET,FORDHAM UNIVERSITY,2,DEED,08/14/1990,True
Columbia University,Brooklyn,133,17,164,TILLARY STREET,COLUMBIA UNIVERSITY/TR O,2,,,True
Columbia University,Manhattan,1962,13,405,WEST 118TH STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY OF THE CITY OF,2,,,False
Columbia University,Manhattan,1961,57,70-74,MORNINGSIDE DRIVE,THE TRUSTEES OF COLUMBIA UNIVERSITY OF THE CITY OF,2,,,True
Columbia University,Manhattan,1492,163,14,EAST   81 STREET,COLUMBIA UNIVERSITYTRST,1,DEED,02/11/1987,True
New York University,Manhattan,541,30,,,NEW YORK UNIVERSITY,1,DEED,11/14/2000,True
New York University,Manhattan,541,28,,,NEW YORK UNIVERSITY,1,DEED,11/14/2000,True
New York University,Manhattan,547,18,285,MERCER STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,547,15,12-16,WAVERLY PLACE,NEW YORK UNIVERSITY,1,,,True
Columbia University,Manhattan,2004,12,2276,JOE DIMAGGIO HIGHWAY,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,2,,,True
Columbia University,Manhattan,1024,38,,,COLUMBIA UNIVERSITYIN THE CITY OF NEW YORK,2,,,True
Columbia University,Manhattan,1881,1,255-261,WEST 109TH ST.,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,2,,,False
Columbia University,Manhattan,1881,56,550,CATHEDRAL PARKWAY,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,2,,,True
Columbia University,Manhattan,1881,4,2828-834,BROADWAY,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,2,,,True
Columbia University,Manhattan,1881,6,253,WEST 109TH ST,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,2,,,False
Pratt Institute,Brooklyn,1893,10,89,GRAND AVENUE,PRATT INSTITUTE,2,DEED,04/03/2006,True
Pratt Institute,Brooklyn,1893,13,83,GRAND AVENUE,PRATT INSTITUTE,2,DEED,04/03/2006,True
Pratt Institute,Brooklyn,1893,40,84,STEUBEN STREET,PRATT INSTITUTE,2,DEED,04/03/2006,True
Pratt Institute,Brooklyn,1893,11,85,GRAND AVENUE,PRATT INSTITUTE,2,DEED,04/03/2006,True
Pratt Institute,Brooklyn,1893,43,,STEUBEN STREET,PRATT INSTITUTE,2,DEED,04/03/2006,True
Pratt Institute,Brooklyn,1893,42,,STEUBEN STREET,PRATT INSTITUTE,2,DEED,04/03/2006,True
Pratt Institute,Brooklyn,1893,41,,STEUBEN STREET,PRATT INSTITUTE,2,DEED,04/03/2006,True
Columbia University,Manhattan,1889,66,,,COLUMBIA UNIV IN NYCTR,2,,,True
Columbia University,Manhattan,1843,44,,,COLUMBIA UNIVERSITYTRUSTEE,1,,,True
Fordham University,Manhattan,894,61,,,FORDHAM UNIVERSITY,1,DEED,,True
Columbia University,Brooklyn,149,1,,,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,1,,,True
Columbia University,Brooklyn,6036,53,,,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,1,,,True
Columbia University,Brooklyn,5082,55,,,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,1,,,True
Columbia University,Manhattan,1885,1,,,COLUMBIA UNIVERSITYINTHE CITY/NY TRUSTEE,1,,,True
Columbia University,Manhattan,1885,58,,,COLUMBIA UNIVERSITYINTHE CITY/NY TRUSTEE,1,,,False
Columbia University,Manhattan,1885,3,,,COLUMBIA UNIVERSITYINTHE CITY/NY TRUSTEE,1,,,True
New York University,Brooklyn,2340,1556,2,NORTHSIDE PIERS,NEW YORK UNIVERSITY,2,,,True
New York University,Bronx,5752,121,2,RIVER AVENUE,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDATION,1,,,True
Columbia University,Manhattan,2139,231,106,HAVEN AVENUE,THE TRUSTEES OF COLUMBIA UNIVERSITY,1,,,True
The New School,Manhattan,870,1052,10,UNION SQUARE EAST,NEW SCHOOL SOCIAL RESCH,2,DEED,03/24/1988,True
Columbia University,Manhattan,886,31,,,COLUMBIA UNIV OF N YTR,2,,,True
New York University,Manhattan,642,1169,99,JANE STREET,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDATION,1,,,True
Columbia University,Manhattan,78,20,,,TRUSTEES COLUMBIA UNIV,1,,,True
Columbia University,Bronx,5796,117,,,TRUSTEES/COLUMBIA UNIVERSITY/THE CITY/NEW YORK,2,,,True
New York University,Manhattan,1377,1106,1,EAST   62 STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1526,1068,201,E. 80TH STREET,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,1433,12,,,COLUMBIA UNIV CITY NY TR,2,,,True
New York University,Manhattan,1253,1131,222,RIVERSIDE DRIVE,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDATION,1,,,True
New York University,Brooklyn,312,44,241,KANE STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,642,1176,,,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,642,1177,,,NEW YORK UNIVERSITY,1,,,True
Columbia University,Manhattan,1895,164,,,COLUMBIA UNIV IN NYCTR,2,DEED,,False
New York University,Manhattan,930,38,334,EAST   25 STREET,NEW YORK UNIVERSITY,2,DEED,07/01/1993,False
New York University,Manhattan,552,24,,,NEW YORK UNIVERSITY,2,DEED,11/14/2000,False
New York University,Manhattan,552,22,,,NEW YORK UNIVERSITY,2,DEED,11/14/2000,True
New York University,Manhattan,1373,1469,425,MAIN STREET,NEW YORK UNIVERSITY,1,DEED,01/14/2013,True
New York University,Manhattan,574,27,34,WEST   11 STREET,NEW YORK UNIVERSITY,2,,,True
The New School,Manhattan,743,47,189,8 AVENUE,THE NEW SCHOOL UNIVERSITY,2,,,True
New York University,Manhattan,576,1514,59,WEST 12 STREET,NEW YORK UNIVERSITY,2,,,True
Columbia University,Brooklyn,5544,10,,,COLUMBIA UNIVERSITY IN NYC (THE TRUSTEES OF),2,,,True
Pratt Institute,Brooklyn,1903,7,,,PRATT INSTITUTE,1,,,True
Columbia University,Manhattan,2139,166,83,HAVEN AVENUE,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE,2,DEED,01/17/2008,True
Columbia University,Manhattan,2139,30,50,HAVEN AVENUE,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE,2,DEED,01/17/2008,True
Columbia University,Manhattan,230,42,5,MERCER STREET,COLUMBIA UNIVERSITYETC,2,,,True
New York University,Manhattan,538,27,58-60,WASHINGTON SQUARE SOUTH,NEW YORK UNIVERSITY,1,,,True
Columbia University,Manhattan,1997,55,636,WEST 131 STREET,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,2,DEED COR,01/31/2005,True
New York University,Manhattan,1373,1506,425,MAIN STREET,NEW YORK UNIVERSITY,2,DEED,09/06/2007,True
Columbia University,Bronx,2578,21,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,1,,,True
Columbia University,Bronx,5824,2496,4667,DELAFIELD AVENUE,"TEACHERS COLLEGE, COLUMBIA UNIVERSITY",1,DEED,09/13/1988,True
New York University,Manhattan,546,5,82,WASHINGTON SQUARE E,NEW YORK UNIVERSITY,1,,,True
The New School,Manhattan,577,1003,72,5TH AVENUE,THE NEW SCHOOL,1,,,True
The New School,Manhattan,577,1004,72,5TH AVENUE,THE NEW SCHOOL,1,,,True
Columbia University,Brooklyn,6498,1,1002,FOSTER AVENUE,COLUMBIA UNIVERSITY/TRUS,2,,,True
New York University,Manhattan,540,15,,,NEW YORK UNIVERSITY,2,DEED,05/16/1983,True
Columbia University,Bronx,5821,2885,4651,FIELDSTON ROAD,COLUMBIA UNIVERSITY/TRUS,2,,,True
Columbia University,Bronx,5821,2888,,FIELDSTON ROAD,COLUMBIA UNIVERSITY/TRUS,2,,,True
New York University,Manhattan,1373,1508,425,MAIN STREET,NEW YORK UNIVERSITY,1,DEED,03/28/2012,True
New York University,Manhattan,896,2,,,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,896,3,,,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,1997,64,2291,TWELFTH AVENUE,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,2,DEED COR,08/07/2007,True
New York University,Manhattan,898,1069,305,2 AVENUE,NEW YORK UNIVERSITY,2,,,True
Columbia University,Bronx,5642,1064,7,DEEP WATER WAY,TRUSTEE/COLUMBIA UNIV/NY,2,,,True
New York University,Manhattan,622,71,387*1/2,BLEECKER STREET,NEW YORK UNIVERSITY,1,,,True
Columbia University,Manhattan,707,54,,,TRUSTEES COLUMBIA UNIV,2,,,True
Columbia University,Manhattan,707,56,,,TRUSTEES COLUMBIA UNIV,2,,,True
Columbia University,Queens,7385,14,50-18,OCEANIA STREET,COLUMBIA UNIVSTY NYC(TR,2,,,True
Columbia University,Manhattan,1841,25,,,COLUMBIA UNIVERSTIYIN THE CITY OF NEW YORK TRUSTE,2,,,True
Fordham University,Bronx,3273,272,,,FORDHAM UNIVERSITY,2,DEED,06/09/1967,True
Fordham University,Bronx,3273,208,2546,BELMONT AVENUE,FORDHAM UNIVERSITY,1,,,False
Fordham University,Bronx,3273,209,2540,BELMONT AVENUE,FORDHAM UNIVERSITY,1,,,True
Fordham University,Bronx,3273,332,2535,HUGHES AVENUE,FORDHAM UNIVERSITY,1,,,True
New York University,Manhattan,1373,1482,425,MAIN STREET,NEW YORK UNIVERSITY,1,DEED,04/10/2008,True
Columbia University,Manhattan,1158,1589,200,WEST END AVENUE,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,2,DEED,03/12/2008,True
Fordham University,Bronx,3273,287,,,FORDHAM UNIVERSITY,2,,,True
Columbia University,Bronx,4226,9,,,TRUSTEES OF COLUMBIA UNIVERSITY,2,,,True
Columbia University,Bronx,4226,7,,,TRUSTEES OF COLUMBIA UNIVERSITY,2,,,True
Columbia University,Bronx,4226,10,,,TRUSTEES OF COLUMBIA UNIVERSITY,2,,,True
Columbia University,Bronx,4226,8,,,TRUSTEES OF COLUMBIA UNIVERSITY,2,,,True
Columbia University,Bronx,4226,6,,,TRUSTEES OF COLUMBIA UNIVERSITY,2,,,True
Columbia University,Bronx,5925,411,,,TEACHERS COLLEGE COLUMBIA UNIVERSITY,1,,,True
Columbia University,Brooklyn,948,13,,,THE TRUSTEE OF COLUMBIA UNIVERSITY IN THE CITY OF,2,,,True
Columbia University,Bronx,3264,1,,,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK TRUSTE,1,DEED,08/20/1973,True
Columbia University,Manhattan,1868,1262,275,WEST 96 STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY IN NYC,2,,,True
Columbia University,Manhattan,1885,21,,,COLUMBIA UNIV CITY NY TR,2,,,True
Columbia University,Manhattan,1518,56,,,COLUMBIA UNIVERSITYNTYC,2,,,True
Columbia University,Manhattan,2112,39,,,COLUMBIA UNIV CTY NYTRS,2,DEED,,True
Fordham University,Bronx,3273,293,561-565,EAST FORDHAM ROAD,FORDHAM UNIVERSITY,2,DEED,09/29/2004,True
New York University,Manhattan,1520,15,1382,LEXINGTON AVENUE,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,2139,80,722,WEST  168 STREET,COLUMBIA UNIVERSITYTRS/,1,,,True
Columbia University,Brooklyn,1059,30,226,ST JOHNS PLACE,COLUMBIA UNIVERSITY/TR,2,,,True
New York University,Manhattan,931,31,433,1 AVENUE,NEW YORK UNIVERSITY,1,,,True
Pratt Institute,Brooklyn,1909,1,161,EMERSON PLACE,PRATT INSTITUTE,1,DEED,06/16/1992,True
New York University,Manhattan,790,19,,,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,1373,1341,425,MAIN STREET,NEW YORK UNIVERSITY,1,DEED,06/17/2008,True
New York University,Manhattan,538,25,,,NEW YORK UNIVERSITY,2,DEED,,True
New York University,Manhattan,559,14,,,NEW YORK UNIVERSITY,1,,,True
Columbia University,Manhattan,1883,59,,,COLUMBIA UNIVERSITYIN THE CITY/NEW YORK TRUSTEE,1,,,False
New York University,Manhattan,1373,1394,425,MAIN STREET,NEW YORK UNIVERSITY,2,DEED,05/31/2007,True
Columbia University,Manhattan,1881,54,544-548,WEST 110TH ST.,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF N.Y.,2,,,False
Columbia University,Manhattan,1885,47,526,WEST 114TH STREET,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,1,DEED,06/04/2010,True
Columbia University,Manhattan,1963,60,417-421,WEST 121ST STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,1,,,False
Fordham University,Bronx,3272,2,2855,SOUTHERN BLVD,FORDHAM UNIVERSITY,2,,,True
St. John's University,Queens,6715,32,147-14,UNION TURNPIKE,ST JOHN'S UNIVERSITY,2,DEEDO,08/10/2005,True
Columbia University,Manhattan,832,25,,,COLUMBIA UNIVSTY CTYNY,1,,,True
Columbia University,Manhattan,1962,70,1211,AMSTERDAM AVENUE,THE TRUSTEES OF COLUMBIA UNIV.  IN THE CITY OF N Y,2,,,False
Columbia University,Manhattan,1962,38,435,WEST 119 STREET,THE TRUSTEES OF COLUMBIA UNIV.  IN THE CITY OF N Y,2,,,False
Columbia University,Manhattan,766,1243,,,COLUMBIA UNIVERSITYIN THE CITY OF N.Y.,1,,,True
Columbia University,Manhattan,630,51,135,CHRISTOPHER STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,1,DEED COR,12/30/1976,True
Fordham University,Manhattan,1578,17,529,EAST 81ST   STREET,FORDHAM UNIVERSITY,2,,,True
Columbia University,Bronx,5842,2045,,,COLUMBIA UNIVERSITY/CITY OF NEW YORK,1,,,True
Columbia University,Bronx,5842,2046,5429,POST ROAD,COLUMBIA UNIVERSITY/CITY OF NEW YORK,1,,,True
Columbia University,Queens,6054,36,29-06,214 STREET,COLUMBIA UNIVERSITY(TRST,2,,,True
Columbia University,Manhattan,1884,15,,,COLUMBIA UNIV IN NYCTR,2,DEED,,False
Columbia University,Manhattan,693,18,,,COLUMBIA UNIV OF N YTR,1,,,True
Columbia University,Manhattan,693,23,,,COLUMBIA UNIV OF N YTR,1,,,True
New York University,Manhattan,1375,67,795,FIFTH AVENUE,NEW YORK UNIVERSITY,1,,,True
Columbia University,Manhattan,1035,25,,,COLUMBIA UNIV OF NYCTR,1,,,True
The New School,Manhattan,571,14,,,NEW SCHOOL FOR SOCIAL RESEARCH,1,,,True
Columbia University,Manhattan,1963,9,,,COLUMBIA UNIV CITY NY TR,1,DEED,,True
Columbia University,Manhattan,1264,5,,,COLUMBIA UNIV NYC TRUSTE,1,,,True
Columbia University,Manhattan,1265,1,,,COLUMBIA UNIV NYC TRUSTE,1,,,True
Columbia University,Brooklyn,873,69,,,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK TRUST,1,,,True
Columbia University,Bronx,5821,2910,4601,FIELDSTON ROAD,COLUMBIA UNIVERSITY/TRTE,2,,,True
Columbia University,Bronx,5821,2920,,WEST  246 STREET,COLUMBIA UNIVERSITY/TRTE,2,,,True
New York University,Manhattan,573,13,,,NEW YORK UNIVERSITY,2,DEED,12/07/1998,True
Columbia University,Manhattan,1085,36,,,COLUMBIA UNIV CITY OF NY,1,,,True
New York University,Manhattan,939,54,,,NEW YORK UNIVERSITY,2,DEED,,True
Pratt Institute,Brooklyn,1946,1,163,GREENE AVENUE,PRATT INSTITUTE,2,,,True
The New School,Manhattan,574,11,62,WEST   11 STREET,NEW SCHOOL/SOCIAL RSRCH,2,,,True
New York University,Manhattan,547,17,,,NEW YORK UNIVERSITY,2,DEED,,True
New York University,Manhattan,547,16,,,NEW YORK UNIVERSITY,2,DEED,,True
New York University,Manhattan,547,14,,,NEW YORK UNIVERSITY,2,DEED,,True
New York University,Manhattan,547,12,,,NEW YORK UNIVERSITY,2,DEED,,True
New York University,Manhattan,462,17,36,EAST    7 STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,1373,1486,425,MAIN STREET,NEW YORK UNIVERSITY,1,DEED,09/11/2007,True
Columbia University,Brooklyn,1378,51,,,COLUMBIA UNIVERSITY IN THE CITY OF NY TRUSTEES OF,2,,,True
Columbia University,Manhattan,1820,1020,,,COLUMBIA UNIVERSITYCITY OF NEW YORK TRUSTEE,2,,,True
New York University,Manhattan,524,666,,,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,524,116,195,MERCER STREET,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,1894,58,,,COLUMBIA UNIV IN NYCTR,1,,,True
New York University,Brooklyn,55,1144,206,FRONT STREET,NEW YORK UNIVERSITY,2,,,True
The New School,Queens,8026,41,113,GROSVENOR STREET,NEW SCHOOL UNIVERSITY,2,,,True
Pratt Institute,Brooklyn,1905,40,526,MYRTLE AVENUE,PRATT INSTITUTE,2,,,True
Columbia University,Manhattan,2123,36,506,WEST  166 STREET,TRUSTEES/COLUMBIA UNIV.,2,DEED,04/06/1984,True
Columbia University,Manhattan,772,8,,,COLUMBIA UNIV CTY NYTR,1,,,True
The New School,Manhattan,618,1137,222,WEST   14 STREET,NEW SCHOOL SOCIAL RESRCH,1,,,True
Columbia University,Bronx,5728,582,2714,NETHERLAND AVENUE,TRUSTEES/COLUMBIA UNIVER,2,,,True
Columbia University,Manhattan,1841,1223,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1257,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1265,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1266,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1246,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1247,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1254,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1222,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1243,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1250,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1261,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1249,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1271,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1233,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1238,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1244,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1220,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1235,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1251,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1248,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1230,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1234,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1224,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1226,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1240,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1239,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1270,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1260,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1253,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1227,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1236,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1245,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1218,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1255,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1228,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1252,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1264,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1237,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1259,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1219,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1229,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1242,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1263,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1267,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1225,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1258,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1231,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1256,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1269,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1268,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1262,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1241,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1841,1232,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,1997,61,2293-97,12TH AVENUE,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,2,DEED,06/26/2008,True
Fordham University,Manhattan,1114,1001,43,WEST 61ST   STREET,FORDHAM UNIVERSITY,2,DEED,07/22/2014,True
New York University,Brooklyn,2420,30,168,HAVEMEYER STREET,NEW YORK UNIVERSITY,1,,,True
The New School,Manhattan,577,39,,,NEW SCHOOL FOR SOCIAL RESEARCH,1,,,True
New York University,Manhattan,52,7,,,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,2138,85,,,COLUMBIA UNIVERSITYTRS/,1,,,True
