owner_group,boro_label,BLOCK,LOT,STREET NUMBER,STREET NAME,PARTY TYPE,DOC. TYPE,DOC. DATE
New York University,Brooklyn,236,1220,9,COLLEGE PLACE,1,,
Fordham University,Bronx,3273,233,2535,BELMONT AVENUE,2,DEED,04/01/2020
The New School,Manhattan,923,1002,301,FIRST AVENUE,2,,
The New School,Manhattan,923,1001,301,FIRST AVENUE,2,,
New York University,Manhattan,577,15,48,WEST 14TH STREET,2,,
New York University,Manhattan,1308,1205,601,LEXINGTON AVENUE,1,,
New York University,Manhattan,1308,1204,601,LEXINGTON AVENUE,1,,
New York University,Manhattan,1308,1203,601,LEXINGTON AVENUE,1,,
New York University,Manhattan,1308,1202,601,LEXINGTON AVENUE,1,,
New York University,Manhattan,1308,1201,601,LEXINGTON AVENUE,1,,
New York University,Manhattan,1308,1006,884,3 AVENUE,1,,
New York University,Brooklyn,290,13,340,HENRY STREET,1,,
New York University,Brooklyn,284,17,94,ATLANTIC AVENUE,1,,
New York University,Brooklyn,284,7,339,HICKS STREET,1,,
New York University,Brooklyn,284,6,339,HICKS STREET,1,,
New York University,Brooklyn,284,1,355,HICKS STREET,1,,
New York University,Brooklyn,1091,21,524,8TH STREET,2,,
New York University,Brooklyn,142,1,327,JAY STREET,1,,
New York University,Brooklyn,142,1102,6,METROTECH CENTER,1,,
New York University,Brooklyn,142,1101,6,METROTECH CENTER,1,,
New York University,Manhattan,873,1103,105,EAST 17TH ST,1,,
New York University,Manhattan,873,1102,105,EAST 17TH ST,1,,
New York University,Manhattan,873,1101,105,EAST 17TH ST,1,,
New York University,Manhattan,873,10,105,EAST 17TH STREET,1,,
New York University,Manhattan,142,1,292,GREENWICH STREET,1,,
New York University,Manhattan,142,1101,200,CHAMBERS STREET,1,,
New York University,Manhattan,142,1102,200,CHAMBERS STREET,1,,
New York University,Brooklyn,2095,1137,230,ASHLAND PLACE,2,,
New York University,Manhattan,1373,1383,425,MAIN STREET,2,,
Fordham University,Bronx,5409,470,3341,COUNTRY CLUB ROAD,2,,
New York University,Brooklyn,1972,1102,187,GATES AVENUE,2,,
The New School,Manhattan,576,42,66,5 AVENUE,2,,
The New School,Manhattan,576,36,70,FIFTH AVENUE,2,,
Columbia University,Manhattan,1308,33,880,3 AVENUE,1,,
Fordham University,Bronx,3273,184,2540,CAMBRELENG AVENUE,1,,
Fordham University,Bronx,3273,175,691,EAST FORDHAM ROAD,1,,
Fordham University,Bronx,3273,75,685,EAST FORDHAM ROAD,1,,
New York University,Staten Island,3169,14,524,ODER AVENUE,2,,
New York University,Staten Island,3169,113,524,ODER AVENUE,2,,
New York University,Staten Island,3169,13,526,ODER AVENUE,2,,
Fordham University,Bronx,3273,252,619,EAST FORDHAM ROAD,2,DEED,11/13/2019
The New School,Manhattan,571,1502,10,EAST 14TH STREET,1,DEED,10/24/2019
New York University,Queens,56,36,11-20,46TH ROAD,1,,
New York University,Brooklyn,2557,13,70-74,KENT STREET,1,,
New York University,Brooklyn,2691,1204,282A,NASSAU AVENUE,2,,
New York University,Brooklyn,142,50,313,JAY STREET,2,,
New York University,Manhattan,284,1224,173,EAST BROADWAY,2,,
New York University,Manhattan,457,9,321,BOWERY,1,,
Columbia University,Manhattan,1987,1,3300,BROADWAY,2,DEED,10/02/2019
New York University,Manhattan,1373,1430,425,MAIN STREET,1,,
New York University,Manhattan,1638,1051,161-171,EAST 110 STREET,1,,
New York University,Manhattan,1219,1107,100,WEST 89TH STREET,2,,
New York University,Brooklyn,837,17,228,56TH STREET,2,DEED,08/01/2019
New York University,Brooklyn,837,16,,56TH STREET,2,DEED,08/01/2019
New York University,Queens,3000,14,84-34,DANA CT,2,,
New York University,Brooklyn,2111,1087,1,HANSON PLACE,2,,
New York University,Queens,5054,26,149-08,41ST AVENUE,1,,
New York University,Brooklyn,140,111,368,JAY STREET,2,,
New York University,Manhattan,1373,1382,425,MAIN STREET,1,DEED,03/06/2019
New York University,Manhattan,1548,1349,305,EAST 85TH STREET,1,DEED,01/07/2019
New York University,Brooklyn,8024,38,8706,FLATLANDS AVENUE,1,,
New York University,Manhattan,1308,1002,617,LEXINGTON AVENUE,2,,
New York University,Manhattan,888,1,1,PARK AVENUE,2,,
New York University,Staten Island,748,18,586,WOOLLEY AVENUE,2,,
New York University,Manhattan,1373,1507,425,MAIN STREET,2,,
New York University,Brooklyn,1072,48,49,MONTGOMERY PLACE,1,,
New York University,Brooklyn,225,10,28,ORANGE STREET,2,DEED,07/31/2018
New York University,Manhattan,16,1759,70,LITTLE WEST STREET,2,,
The New School,Manhattan,576,41,68,5 AVENUE,1,,
New York University,Staten Island,2410,105,264,RICHMOND HILL ROAD,2,,
New York University,Manhattan,936,37,545,1 AVENUE,1,DEED,06/18/2018
New York University,Manhattan,135,1218,80,CHAMBERS STREET,2,,
New York University,Brooklyn,147,36,57,WILLOUGHBY STREET,2,,
New York University,Brooklyn,147,2,365,JAY STREET,2,,
New York University,Brooklyn,147,4,351,JAY STREET,2,,
New York University,Manhattan,551,16,27,WASHINGTON SQUARE N,2,DEED,06/21/2018
New York University,Manhattan,943,1069,330,EAST 38TH STREET,2,,
New York University,Brooklyn,820,36,5434,2 AVENUE,2,DEED,05/24/2018
New York University,Brooklyn,836,59,,57TH   STREET,2,,
New York University,Brooklyn,836,53,159,57TH   STREET,2,,
New York University,Brooklyn,836,56,151,57TH   STREET,2,,
New York University,Brooklyn,836,60,,57TH   STREET,2,,
New York University,Brooklyn,836,55,155,57TH   STREET,2,,
New York University,Brooklyn,836,54,157,57TH   STREET,2,,
New York University,Brooklyn,836,52,,57TH   STREET,2,,
New York University,Brooklyn,836,57,149,57TH   STREET,2,,
New York University,Brooklyn,836,58,,57TH   STREET,2,,
New York University,Brooklyn,359,1001,83,WOODHULL STREET,2,,
New York University,Manhattan,556,48,120,EAST 12TH   STREET,2,,
New York University,Manhattan,546,30,31,WEST 4TH   STREET,2,,
New York University,Manhattan,52,1,96,TRINITY PLACE,2,,
New York University,Manhattan,545,15,726,BROADWAY,2,,
Fordham University,Bronx,3273,204,2535,CAMBRELENG AVE,1,,
New York University,Brooklyn,691,44,944,3 AVENUE,2,,
New York University,Brooklyn,687,1,581,2 AVENUE,2,,
New York University,Brooklyn,691,1,607,2 AVENUE,2,,
New York University,Brooklyn,695,43,962,3 AVENUE,2,,
New York University,Brooklyn,683,1,892,3 AVENUE,2,,
New York University,Brooklyn,695,20,627,2 AVENUE,2,,
New York University,Brooklyn,679,1,882,3 AVENUE,2,,
New York University,Brooklyn,695,1,639,2 AVENUE,2,,
New York University,Manhattan,405,1302,525,EAST 11TH   STREET,2,,
New York University,Brooklyn,798,31,362,51ST   STREET,2,,
New York University,Manhattan,550,6,6,WASHINGTON SQUARE N,2,,
New York University,Manhattan,550,1,1,WASHINGTON SQUARE N,2,,
New York University,Manhattan,550,5,5,WASHINGTON SQUARE N,2,,
New York University,Manhattan,550,4,4,WASHINGTON SQUARE N,2,,
New York University,Manhattan,936,1100,333,EAST 30TH,1,,
New York University,Manhattan,918,1025,240,EAST 38TH   STREET,2,DEED,10/05/2017
New York University,Manhattan,918,1007,240,EAST 38TH   STREET,2,DEED,10/05/2017
New York University,Manhattan,918,1008,240,EAST 38TH   STREET,2,DEED,10/05/2017
New York University,Manhattan,918,1006,240,EAST 38TH   STREET,2,DEED,10/05/2017
New York University,Manhattan,918,1026,240,EAST 38TH   STREET,2,DEED,10/05/2017
New York University,Brooklyn,2118,4,107,SOUTH OXFORD STREET,2,DEED,11/01/2017
The New School,Brooklyn,171,58,321 1/2,STATE ST,1,,
New York University,Manhattan,459,1116,52,EAST 4TH   STREET,2,,
New York University,Manhattan,459,1117,52,EAST 4TH   STREET,2,,
New York University,Manhattan,863,67,178,MADISON AVENUE,2,,
New York University,Manhattan,621,74,77,CHARLES STREET,1,DEED,07/27/2017
New York University,Manhattan,1373,1392,425,MAIN STREET,1,,
New York University,Brooklyn,2047,7,307,BRIDGE STREET,1,,
New York University,Brooklyn,6776,18,1630,EAST 14TH   STREET,1,,
New York University,Brooklyn,6776,16,1624,EAST 14TH   STREET,1,,
New York University,Manhattan,546,26,21,WEST 4TH   STREET,2,,
Columbia University,Manhattan,2139,210,52,HAVEN AVENUE,1,,
Columbia University,Manhattan,2139,219,78,HAVEN AVENUE,1,,
New York University,Queens,30,1272,5-43,48TH   AVENUE,2,,
New York University,Queens,30,1220,5-43,48TH AVENUE,2,,
New York University,Queens,6085,39,34-27,203RD   STREET,1,DEED,02/08/2017
New York University,Manhattan,604,1017,130,BARROW STREET,2,,
New York University,Queens,1519,42,42-16,76TH STREET,1,DEED,01/23/2017
New York University,Manhattan,1604,13,19,EAST 98TH   STREET,1,,
New York University,Manhattan,1604,6,5,EAST 98TH,1,,
The New School,Manhattan,577,19,34-42,W 14 STREET,2,DEED,01/10/2017
New York University,Brooklyn,5854,36,6740,4 AVENUE,2,,
New York University,Manhattan,1373,1332,425,MAIN STREET,2,,
Columbia University,Manhattan,2094,1201,3595,BROADWAY,1,,
Columbia University,Manhattan,2094,36,3595-3599,BROADWAY,1,,
Columbia University,Manhattan,2094,1205,3595,BROADWAY,1,,
Columbia University,Manhattan,2094,1204,3595,BROADWAY,1,,
Columbia University,Manhattan,2094,1202,3595,BROADWAY,1,,
Columbia University,Manhattan,2094,1203,3595,BROADWAY,1,,
New York University,Brooklyn,1660,14,524,HANCOCK STREET,2,,
New York University,Queens,3210,21,69-32,LOUBET STREET,2,,
New York University,Manhattan,1505,1076,40,EAST 94TH   STREET,1,,
New York University,Manhattan,898,1021,305,2 AVENUE,1,,
New York University,Manhattan,898,1028,305,2 AVENUE,1,,
New York University,Manhattan,898,1034,305,2 AVENUE,1,,
New York University,Manhattan,898,1026,305,2 AVENUE,1,,
New York University,Manhattan,898,1027,305,2 AVENUE,1,,
New York University,Manhattan,898,1024,305,2 AVENUE,1,,
New York University,Manhattan,898,1030,305,2 AVENUE,1,,
New York University,Manhattan,898,1023,305,2 AVENUE,1,,
New York University,Manhattan,898,1029,305,2 AVENUE,1,,
New York University,Manhattan,898,1031,305,2 AVENUE,1,,
New York University,Manhattan,898,1025,305,2 AVENUE,1,,
New York University,Manhattan,898,1035,305,2 AVENUE,1,,
New York University,Manhattan,1314,1617,222,EAST 41ST   STREET,1,,
New York University,Manhattan,1314,1618,222,EAST 41ST   STREET,1,,
New York University,Manhattan,1314,1611,222,EAST 41ST   STREET,1,,
New York University,Manhattan,1314,15,222,EAST 41ST   STREET,1,,
New York University,Manhattan,1314,1619,222,EAST 41ST   STREET,1,,
New York University,Manhattan,1314,1609,222,EAST 41ST   STREET,1,,
New York University,Manhattan,1314,1622,222,EAST 41ST   STREET,1,,
New York University,Manhattan,1314,1623,222,EAST 41ST   STREET,1,,
New York University,Manhattan,1314,1604,222,EAST 41ST   STREET,1,,
New York University,Manhattan,1314,1613,222,EAST 41ST   STREET,1,,
New York University,Manhattan,1314,1620,222,EAST 41ST   STREET,1,,
New York University,Manhattan,1314,1607,222,EAST 41ST   STREET,1,,
New York University,Manhattan,1314,1612,222,EAST 41ST   STREET,1,,
New York University,Manhattan,1314,1606,222,EAST 41ST   STREET,1,,
New York University,Manhattan,1314,1603,222,EAST 41ST   STREET,1,,
New York University,Manhattan,1314,1601,222,EAST 41ST   STREET,1,,
New York University,Manhattan,1314,1615,222,EAST 41ST   STREET,1,,
New York University,Manhattan,1314,1616,222,EAST 41ST   STREET,1,,
New York University,Manhattan,1314,1614,222,EAST 41ST   STREET,1,,
New York University,Manhattan,1314,1602,222,EAST 41ST   STREET,1,,
New York University,Manhattan,1314,1608,222,EAST 41ST   STREET,1,,
New York University,Manhattan,1314,1610,222,EAST 41ST   STREET,1,,
New York University,Manhattan,1314,1605,222,EAST 41ST   STREET,1,,
New York University,Manhattan,1314,1621,222,EAST 41ST   STREET,1,,
New York University,Manhattan,1314,1624,222,EAST 41ST   STREET,1,,
New York University,Brooklyn,1887,11,129,VANDERBILT AVENUE,2,,
New York University,Brooklyn,784,10,514,49TH   STREET,1,DEED,06/20/2016
New York University,Brooklyn,840,43,5616,6 AVENUE,1,DEED,06/20/2016
Pratt Institute,Brooklyn,1909,15,131,EMERSON PLACE,1,,
New York University,Brooklyn,282,50,350,HICKS STREET,1,,
New York University,Brooklyn,244,1111,134,PIERREPONT STREET,2,DEED,08/10/2016
New York University,Manhattan,1446,1202,330,EAST 72ND   STREET,2,,
New York University,Manhattan,524,70,181,MERCER STREET,1,,
New York University,Bronx,2868,86,147,WEST TREMONT AVENUE,2,,
Pratt Institute,Manhattan,609,1101,138,WEST 14TH   STREET,1,,
New York University,Manhattan,889,51,158,EAST 34TH   STREET,1,,
New York University,Manhattan,889,52,156,EAST 34TH   STREET,1,,
New York University,Brooklyn,844,40,5718,2 AVENUE,2,DEED,05/17/2016
New York University,Manhattan,869,1067,445,5 AVENUE,2,,
Columbia University,Manhattan,1997,1,2283,JOE DIMAGGIO HIGHWAY,1,,
New York University,Manhattan,550,29,16,EAST 8TH   STREET,1,,
New York University,Bronx,4820,3,3993,CARPENTER AVENUE,2,,
New York University,Manhattan,1392,163,14,EAST 78TH   STREET,2,,
New York University,Manhattan,1393,1,1,E 78TH ST,2,,
New York University,Manhattan,927,38,320,EAST 22ND   STREET,1,,
New York University,Queens,3555,26,1634,SUMMERFIELD STREET,2,,
New York University,Manhattan,751,1013,360,WEST 28TH STREET,2,,
New York University,Brooklyn,2044,1004,80,ADELPHI STREET,2,,
New York University,Manhattan,1344,1312,305,EAST 51ST   STREET,2,,
New York University,Brooklyn,7964,32,547,EAST 85TH STREET,2,,
New York University,Manhattan,524,9,124-138,BLEECKER ST,2,,
New York University,Manhattan,533,10,543,LA GUARDIA PLACE,2,,
New York University,Manhattan,537,1,210,THOMPSON STREET,2,,
New York University,Manhattan,535,20,,MERCER STREET,2,DEED,09/03/2015
New York University,Manhattan,535,8020,,MERCER STREET,2,DEED,09/03/2015
New York University,Brooklyn,259,8,43,COLUMBIA PLACE,2,,
New York University,Brooklyn,291,1,349,HENRY STREET,2,,
New York University,Brooklyn,295,13,86,AMITY STREET,2,,
New York University,Brooklyn,291,8,112,PACIFIC STREET,2,,
New York University,Brooklyn,295,7,74,AMITY STREET,2,,
New York University,Brooklyn,295,8,76,AMITY STREET,2,,
New York University,Brooklyn,285,1001,124,ATLANTIC AVENUE,2,,
New York University,Brooklyn,295,21,350,HENRY STREET,2,,
New York University,Brooklyn,295,11,82,AMITY STREET,2,,
New York University,Brooklyn,295,9,78,AMITY STREET,2,,
New York University,Brooklyn,295,14,94,AMITY STREET,2,,
New York University,Brooklyn,295,3,385,HICKS STREET,2,,
New York University,Brooklyn,295,38,113,CONGRESS STREET,2,,
New York University,Manhattan,533,20,,MERCER STREET,2,,
New York University,Manhattan,533,30,,MERCER STREET,2,,
New York University,Brooklyn,2017,39,,,2,,
Columbia University,Manhattan,810,1,,,2,,
The New School,Manhattan,558,37,131,EAST   12 STREET,2,DEED,06/20/1990
Columbia University,Manhattan,2244,1,501,WEST  218 STREET,1,,
The New School,Manhattan,575,17,66,WEST   12 STREET,1,,
The New School,Manhattan,571,1101,22,EAST 14TH   STREET,1,,
The New School,Manhattan,577,1002,72,5 AVENUE,1,,
New York University,Manhattan,615,26,242,WEST 12 STREET,2,,
New York University,Manhattan,1373,1333,425,MAIN STREET,1,DEED,09/19/2007
Columbia University,Manhattan,1867,60,,,2,,
New York University,Bronx,3225,52,,,1,DEED,08/15/1973
New York University,Bronx,3223,30,,,1,DEED,08/15/1973
New York University,Bronx,3224,32,,,1,DEED,08/15/1973
New York University,Manhattan,576,48,11,WEST 12TH STREET,2,,
New York University,Manhattan,467,12,,,1,,
New York University,Manhattan,467,13,,,1,,
New York University,Manhattan,467,58,,,1,,
New York University,Manhattan,467,2,,,1,,
New York University,Manhattan,467,5,,,1,,
Fordham University,Manhattan,1132,10,140,WEST   60 STREET,2,,
Fordham University,Manhattan,1132,20,155,WEST   60 STREET,2,,
Columbia University,Queens,10155,123,,,1,,
Columbia University,Queens,15564,25,,,1,,
Columbia University,Queens,4958,31,,,1,,
Columbia University,Queens,3544,24,,,1,,
Columbia University,Queens,8064,92,,,2,DEED,03/18/1968
Pratt Institute,Brooklyn,1918,16,275,WASHINGTON AVENUE,1,DEED,06/22/2007
The New School,Manhattan,571,1,2,EAST   14 STREET,1,,
New York University,Manhattan,1373,1401,425,MAIN STREET,1,DEED,11/07/2013
Columbia University,Manhattan,1997,21,615,WEST 130TH ST.,2,,
Columbia University,Manhattan,943,1016,330,EAST 38TH   STREET,2,DEED,12/29/2006
Columbia University,Manhattan,1895,55,2901,BROADWAY,1,,
New York University,Manhattan,1373,1472,425,MAIN STREET,1,,
New York University,Manhattan,962,8,433,EAST   30 STREET,1,,
Fordham University,Manhattan,1132,35,49-55,AMSTERDAM AVENUE,1,,
New York University,Brooklyn,765,14,,,2,,
New York University,Brooklyn,684,53,,,2,,
New York University,Brooklyn,5335,58,,,2,,
New York University,Brooklyn,4754,54,,,2,,
New York University,Brooklyn,1334,70,,,2,,
New York University,Brooklyn,2015,63,,,2,,
New York University,Brooklyn,1231,77,,,2,,
New York University,Brooklyn,1533,46,,,2,,
New York University,Brooklyn,4381,44,,,2,,
New York University,Brooklyn,3309,19,,,2,,
New York University,Brooklyn,765,70,,,2,,
New York University,Brooklyn,833,45,,,2,,
New York University,Brooklyn,4088,52,,,2,,
New York University,Brooklyn,4165,2,,,2,,
New York University,Brooklyn,4268,9,,,2,,
New York University,Brooklyn,1406,71,,,2,,
New York University,Brooklyn,738,42,,,2,,
New York University,Brooklyn,4797,77,,,2,,
New York University,Brooklyn,4736,41,,,2,,
New York University,Brooklyn,5625,22,,,2,,
New York University,Brooklyn,3885,172,,,2,,
New York University,Brooklyn,3432,20,,,2,,
New York University,Brooklyn,4267,20,,,2,,
New York University,Brooklyn,3451,51,,,2,,
New York University,Brooklyn,4620,22,,,2,,
New York University,Brooklyn,728,63,,,2,,
New York University,Brooklyn,4202,28,,,2,,
New York University,Brooklyn,3885,176,,,2,,
New York University,Brooklyn,934,22,,,2,,
New York University,Brooklyn,773,50,,,2,,
New York University,Brooklyn,5047,12,,,2,,
New York University,Brooklyn,8662,133,,,2,,
New York University,Brooklyn,737,64,,,2,,
New York University,Brooklyn,3302,15,,,2,,
New York University,Brooklyn,4914,13,,,2,,
New York University,Brooklyn,2429,22,,,2,,
New York University,Brooklyn,1889,38,,,2,,
New York University,Brooklyn,8112,23,,,2,,
New York University,Brooklyn,764,25,,,2,,
New York University,Brooklyn,831,71,,,2,,
New York University,Brooklyn,3954,38,,,2,,
New York University,Brooklyn,757,65,,,2,,
New York University,Brooklyn,3387,15,,,2,,
New York University,Brooklyn,4639,106,,,2,,
New York University,Brooklyn,2072,46,,,2,,
New York University,Brooklyn,3391,42,,,2,,
New York University,Brooklyn,1672,20,,,2,,
New York University,Brooklyn,4400,24,,,2,,
New York University,Brooklyn,4284,22,,,2,,
New York University,Brooklyn,4623,26,,,2,,
New York University,Brooklyn,6974,5,,,2,,
New York University,Brooklyn,393,60,,,2,,
New York University,Brooklyn,1898,58,,,2,,
New York University,Manhattan,939,37,,,1,,
New York University,Queens,5612,6,47-57,HOLLIS COURT BLVD,1,,
New York University,Manhattan,1505,1205,40,EAST 94TH   STREET,2,,
New York University,Manhattan,546,33,,,1,DEED,
Columbia University,Manhattan,1986,6,573-577,WEST 131ST. ST,2,DEEDO,03/31/2004
New York University,Manhattan,532,8,,,1,,
New York University,Manhattan,532,11,,,1,,
New York University,Manhattan,532,9,,,1,,
New York University,Manhattan,532,10,,,1,,
Columbia University,Manhattan,1885,52,538,WEST  114 STREET,2,DEED,08/26/1992
New York University,Manhattan,1361,7,10,MITCHELL PLACE,1,,
New York University,Manhattan,1373,1477,425,MAIN STREET,1,,
New York University,Manhattan,940,20,,,2,,
Columbia University,Manhattan,1884,1,,,2,DEED,
Columbia University,Manhattan,127,1,,,2,,
New York University,Manhattan,939,35,,,2,DEED,
Columbia University,Manhattan,1833,2027,372,CENTRAL PARK WEST,2,,
New York University,Bronx,4483,14,,,2,,
New York University,Manhattan,1373,1368,425,MAIN STREET,2,DEED,06/21/2007
New York University,Bronx,3225,48,,,2,DEED,07/30/1973
New York University,Bronx,3222,62,,,2,DEED,07/30/1973
Columbia University,Manhattan,1070,1,,,2,,
Columbia University,Manhattan,1070,50,,,2,,
Columbia University,Manhattan,1070,54,,,2,,
New York University,Bronx,3225,50,,,2,DEED,04/14/1966
New York University,Bronx,3225,58,,,2,DEED,04/14/1966
New York University,Bronx,3225,60,,,2,DEED,04/14/1966
Columbia University,Manhattan,753,24,,,2,,
New York University,Queens,1164,37,32-46,69 STREET,1,,
New York University,Manhattan,1599,1320,40,WEST 116 STREET,2,,
New York University,Queens,4300,1,,,2,,
New York University,Queens,4271,1,,,2,,
Columbia University,Manhattan,1312,40,968,3 AVENUE,2,DEED,03/27/1992
The New School,Manhattan,558,39,,,2,,
The New School,Manhattan,558,33,,,2,,
The New School,Manhattan,558,32,96,3 AVENUE,2,,
The New School,Manhattan,558,34,,,2,,
Columbia University,Manhattan,1885,24,,,2,DEED,
New York University,Brooklyn,53,1232,100,JAY STREET,2,,
New York University,Manhattan,532,15,661,BROADWAY,2,,
The New School,Manhattan,577,71,,,1,,
Columbia University,Manhattan,1882,54,,,2,,
The New School,Manhattan,68,16,,,1,,
New York University,Manhattan,1373,1397,425,MAIN STREET,1,,
New York University,Manhattan,2110,45,,,2,,
Columbia University,Manhattan,1882,1,,,2,,
The New School,Manhattan,575,23,,,2,,
The New School,Manhattan,575,24,,,2,,
New York University,Manhattan,100,1,60,BEEKMAN STREET,1,,
New York University,Manhattan,548,12,36,EAST 8TH   STREET,1,,
New York University,Manhattan,548,9,13,UNIVERSITY PLACE,1,,
New York University,Manhattan,720,1028,420,WEST   23 STREET,1,,
Columbia University,Manhattan,1998,26,605,WEST 131 STREET,2,DEED,06/20/2008
Columbia University,Manhattan,1998,24,609,WEST 131 STREET,2,DEED,06/20/2008
New York University,Bronx,2883,60,,,1,,
St. John's University,Queens,6715,27,147-28,UNION TURNPIKE,2,DEEDO,08/10/2005
Columbia University,Manhattan,1563,24,,,1,,
New York University,Manhattan,969,5,,,1,,
Fordham University,Manhattan,1132,22,160,WEST 60TH   STREET,1,,
Fordham University,Manhattan,1132,21,165,WEST 60TH   STREET,1,,
Columbia University,Manhattan,2094,37,606,WEST 148 STREET,2,,
Columbia University,Manhattan,1891,67,,,2,DEED,
New York University,Manhattan,1373,1484,425,MAIN STREET,1,,
Columbia University,Manhattan,759,18,,,1,,
New York University,Brooklyn,1043,36,362A,14TH   STREET,2,,
New York University,Manhattan,574,50,,,1,DEED,10/30/1998
New York University,Manhattan,1373,1363,425,MAIN STREET,1,DEED,11/30/2012
Columbia University,Manhattan,2099,40,,,2,,
Columbia University,Manhattan,1997,33,3249,BROADWAY,2,DEED COR,12/15/2004
New York University,Queens,8197,11,46-18,OVERBROOK STREET,1,,
Columbia University,Manhattan,1152,53,,,1,,
Columbia University,Manhattan,1152,13,,,1,,
Columbia University,Manhattan,1152,52,,,1,,
Columbia University,Manhattan,1152,43,,,1,,
Columbia University,Manhattan,1033,41,,,2,DEED,
New York University,Manhattan,1373,1336,425,MAIN STREET,2,DEED,06/21/2007
The New School,Manhattan,819,59,26,WEST 18 STREET,1,DEEDO,12/16/2002
New York University,Manhattan,550,17,60,WASHINGTON MEWS,1,,
New York University,Manhattan,550,18,62,WASHINGTON MEWS,1,,
New York University,Manhattan,550,30,18,EAST 8TH   STREET,1,,
New York University,Manhattan,550,16,58,WASHINGTON MEWS,1,,
New York University,Manhattan,550,24,6,EAST 8TH   STREET,1,,
New York University,Manhattan,550,32,22,EAST 8TH   STREET,1,,
New York University,Manhattan,1373,1338,425,MAIN STREET,1,,
Columbia University,Manhattan,1998,17,615,WEST 131 STREET,2,,
Columbia University,Manhattan,1998,16,633,WEST 131 STREET,2,,
New York University,Manhattan,1373,1514,425,MAIN STREET,1,DEED,08/22/2012
New York University,Manhattan,1393,1001,,,2,DEED,12/31/1998
Columbia University,Manhattan,1883,18,,,1,,
New York University,Manhattan,1373,1509,425,MAIN STREET,1,DEED,07/18/2012
New York University,Brooklyn,1151,74,187,PROSPECT PLACE,1,,
New York University,Manhattan,912,1152,200,EAST 32ND   STREET,2,,
New York University,Manhattan,1373,1442,425,MAIN STREET,1,DEED,09/24/2008
New York University,Manhattan,535,33,13,WEST THIRD STREET,2,,
New York University,Manhattan,52,8,133,GREENWICH STREET,2,,
New York University,Queens,2282,2,45-43,49 STREET,1,,
New York University,Manhattan,939,34,,,1,DEED,05/23/1997
Columbia University,Manhattan,33,34,,,2,,
Columbia University,Manhattan,33,10,,,2,,
Columbia University,Manhattan,33,41,,,2,,
Columbia University,Manhattan,33,33,,,2,,
Columbia University,Manhattan,33,1,,,2,,
Columbia University,Manhattan,1996,50,632,WEST 130TH ST.,2,,
Columbia University,Manhattan,1865,1,1021,AMSTERDAM AVENUE,2,,
New York University,Manhattan,930,20,,,2,DEED,
New York University,Manhattan,918,1013,240,EAST 38TH   STREET,2,DEED,12/21/2010
New York University,Manhattan,918,1011,240,EAST 38TH   STREET,2,DEED,12/21/2010
New York University,Manhattan,918,1012,240,EAST 38TH   STREET,2,DEED,12/21/2010
New York University,Manhattan,918,1003,240,EAST 38TH   STREET,2,DEED,12/21/2010
New York University,Manhattan,918,1002,240,EAST 38TH   STREET,2,DEED,12/21/2010
New York University,Manhattan,918,1009,240,EAST 38TH   STREET,2,DEED,12/21/2010
New York University,Manhattan,918,1014,240,EAST 38TH   STREET,2,DEED,12/21/2010
New York University,Manhattan,918,1010,240,EAST 38TH   STREET,2,DEED,12/21/2010
New York University,Manhattan,918,1001,240,EAST 38TH   STREET,2,DEED,12/21/2010
New York University,Manhattan,918,1004,240,EAST 38TH   STREET,2,DEED,12/21/2010
New York University,Manhattan,918,1005,240,EAST 38TH   STREET,2,DEED,12/21/2010
New York University,Queens,5632,36,48-20,196 PLACE,1,DEED,02/09/2005
Columbia University,Manhattan,1884,11,,,2,DEED,
Pratt Institute,Brooklyn,1933,70,372,DE KALB AVENUE,2,,
New York University,Manhattan,1373,1473,425,MAIN STREET,1,DEED,07/20/2012
Columbia University,Queens,16295,30,417,BEACH 144 STREET,1,DEED,05/12/2008
New York University,Brooklyn,476,1096,505,COURT STREET,2,,
The New School,Brooklyn,301,35,,,2,,
New York University,Manhattan,1373,1391,425,MAIN STREET,2,DEED,08/09/2007
New York University,Queens,7167,3,73-43,179 STREET,2,,
New York University,Bronx,3228,49,,,1,DEED,07/30/1973
New York University,Bronx,3228,32,,,1,DEED,07/30/1973
New York University,Bronx,3234,25,,,1,DEED,07/30/1973
New York University,Bronx,3224,34,,,1,DEED,07/30/1973
New York University,Bronx,3232,103,,,1,DEED,07/30/1973
New York University,Bronx,3224,15,,,1,DEED,07/30/1973
New York University,Bronx,3224,50,,,1,DEED,07/30/1973
New York University,Bronx,3228,39,,,1,DEED,07/30/1973
New York University,Bronx,3228,58,,,1,DEED,07/30/1973
New York University,Bronx,3228,34,,,1,DEED,07/30/1973
New York University,Bronx,3234,28,,,1,DEED,07/30/1973
New York University,Bronx,3224,36,,,1,DEED,07/30/1973
New York University,Bronx,3223,1,,,1,DEED,07/30/1973
New York University,Bronx,3224,37,,,1,DEED,07/30/1973
New York University,Bronx,3228,63,,,1,DEED,07/30/1973
New York University,Bronx,3232,102,,,1,DEED,07/30/1973
New York University,Bronx,3232,78,,,1,DEED,07/30/1973
New York University,Bronx,3217,1,,,1,DEED,07/30/1973
New York University,Bronx,3224,41,,,1,DEED,07/30/1973
New York University,Bronx,3232,108,,,1,DEED,07/30/1973
New York University,Bronx,3217,6,,,1,DEED,07/30/1973
