owner_group,boro_label,BLOCK,LOT,STREET NUMBER,STREET NAME,PARTY TYPE,DOC. TYPE,DOC. DATE
Columbia University,Manhattan,1998,3,2305,12TH AVENUE,2,DEED,02/19/2009
New York University,Brooklyn,2420,30,168,HAVEMEYER STREET,1,,
The New School,Manhattan,577,39,,,1,,
New York University,Manhattan,52,7,,,2,,
New York University,Brooklyn,8282,46,9818,AVENUE M,2,,
New York University,Bronx,5752,281,3,RIVER AVENUE,2,,
New York University,Bronx,5752,282,,RIVER AVENUE,2,,
Columbia University,Manhattan,1998,13,635,WEST 131 STREET,2,,
New York University,Manhattan,462,18,,,2,DEED,
New York University,Manhattan,462,25,,,2,DEED,
Columbia University,Manhattan,35,13,,,2,,
Columbia University,Manhattan,1885,119,,,2,DEED,
Columbia University,Queens,259,14,,,2,,
Fordham University,Bronx,3273,297,,,2,,
Columbia University,Bronx,5642,1058,6,LANDING WAY,2,,
Columbia University,Manhattan,2124,43,3940,BROADWAY,1,,
New York University,Manhattan,1624,69,,,2,DEED,06/29/2001
New York University,Manhattan,1889,1244,845,WEST END AVENUE,1,,
Columbia University,Manhattan,1893,32,,,2,,
New York University,Brooklyn,962,59,113,GARFIELD PLACE,2,,
New York University,Brooklyn,6509,27,,,2,,
New York University,Manhattan,556,49,112,EAST 12 STREET,2,,
Columbia University,Queens,11553,45,,,2,,
New York University,Manhattan,548,45,,,2,DEED,
New York University,Queens,7428,60,56-15,199 STREET,2,DEED,11/15/1983
Fordham University,Bronx,3291,1,,,1,,
New York University,Brooklyn,1128,1147,700,PACIFIC STREET,2,,
Fordham University,Manhattan,1132,9999,,,1,,
Fordham University,Manhattan,1133,9999,,,1,,
New York University,Manhattan,911,1104,227,EAST 30TH   STREET,2,,
New York University,Manhattan,911,1103,227,EAST 30TH   STREET,2,,
New York University,Manhattan,911,1101,227,EAST 30TH   STREET,2,,
New York University,Manhattan,911,1102,227,EAST 30TH   STREET,2,,
New York University,Queens,1380,73,30-09,82 STREET,2,DEED,12/18/1987
New York University,Manhattan,559,31,,,1,,
New York University,Manhattan,559,30,,,1,,
New York University,Manhattan,559,29,,,1,,
New York University,Manhattan,559,28,,,1,,
New York University,Manhattan,559,27,,,1,,
Columbia University,Manhattan,1883,48,,,2,DEED,
Fordham University,Bronx,3273,207,,,2,DEED,05/21/1999
New York University,Manhattan,904,5,,,1,,
New York University,Manhattan,904,7,,,1,,
Columbia University,Manhattan,943,1020,330,EAST 38TH   STREET,1,,
The New School,Manhattan,639,1,151,BANK STREET,2,,
New York University,Brooklyn,1128,1120,700,PACIFIC STREET,1,,
New York University,Manhattan,879,39,308,3 AVENUE,2,,
New York University,Manhattan,879,44,318,3 AVENUE,2,,
New York University,Manhattan,879,36,316,3 AVENUE,2,,
New York University,Manhattan,879,37,304,3 AVENUE,2,,
New York University,Manhattan,879,40,316,3 AVENUE,2,,
New York University,Manhattan,879,38,306,3 AVENUE,2,,
New York University,Manhattan,879,33,155,EAST 23RD   STREET,2,,
New York University,Manhattan,879,30,149,EAST 23RD   STREET,2,,
New York University,Manhattan,879,43,316,3 AVENUE,2,,
Columbia University,Manhattan,1071,62,,,2,,
Columbia University,Manhattan,1071,64,,,2,,
Columbia University,Manhattan,1071,1,,,2,,
Fordham University,Manhattan,1655,18,,,1,,
The New School,Manhattan,819,22,,,1,,
Columbia University,Manhattan,1885,152,,,2,DEED,
New York University,Manhattan,1675,31,,,2,,
New York University,Manhattan,457,11,3,EAST    2 STREET,1,,
Columbia University,Manhattan,1896,74,,,2,DEED,
Fordham University,Bronx,3056,13,2426,LORILLARD PLACE,1,DEED,11/26/2012
Fordham University,Bronx,3056,11,2422,LORILLARD PLACE,1,DEED,11/26/2012
Columbia University,Manhattan,1072,61,,,1,,
New York University,Manhattan,939,58,,,2,,
New York University,Manhattan,939,56,,,2,,
New York University,Manhattan,939,55,,,2,,
New York University,Manhattan,939,57,,,2,,
New York University,Bronx,3222,162,,,1,DEED,07/30/1973
Columbia University,Manhattan,1896,30,,,2,DEED,
New York University,Brooklyn,946,1201,667,DEGRAW STREET,2,,
Fordham University,Bronx,3273,240,,,1,DEED,11/13/1973
St. John's University,Queens,9889,72,84-15,KENDRICK PLACE,2,DEED,09/03/1991
Columbia University,Manhattan,1092,49,,,1,,
Columbia University,Manhattan,35,20,,,2,DEED,
Columbia University,Manhattan,35,18,,,2,DEED,
Columbia University,Manhattan,35,10,,,2,DEED,
Columbia University,Manhattan,35,17,,,2,DEED,
Columbia University,Manhattan,35,24,,,2,DEED,
Columbia University,Manhattan,35,35,,,2,DEED,
Columbia University,Manhattan,35,14,,,2,DEED,
Columbia University,Manhattan,35,36,,,2,DEED,
Columbia University,Manhattan,35,23,,,2,DEED,
Columbia University,Manhattan,35,25,,,2,DEED,
Columbia University,Manhattan,35,12,,,2,DEED,
Columbia University,Manhattan,35,21,,,2,DEED,
Columbia University,Manhattan,35,28,,,2,DEED,
Columbia University,Manhattan,35,40,,,2,DEED,
Columbia University,Manhattan,35,19,,,2,DEED,
Columbia University,Manhattan,35,16,,,2,DEED,
Columbia University,Manhattan,35,39,,,2,DEED,
Columbia University,Manhattan,35,22,,,2,DEED,
Columbia University,Manhattan,35,11,,,2,DEED,
Columbia University,Manhattan,35,27,,,2,DEED,
Columbia University,Manhattan,35,37,,,2,DEED,
Columbia University,Manhattan,1889,49,,,2,,
St. John's University,Queens,6715,30,147-22,UNION TURNPIKE,2,DEEDO,08/10/2005
Columbia University,Manhattan,1942,146,228,W. 137TH ST,2,,
The New School,Manhattan,551,1,2,FIFTH AVENUE,1,,
Columbia University,Manhattan,1987,7,553,WEST 133RD STREET,2,DEED,06/22/2006
New York University,Queens,438,13,21-21,44TH   DRIVE,2,,
New York University,Manhattan,944,15,,,1,,
New York University,Manhattan,1377,1107,1,EAST   62 STREET,1,,
The New School,Manhattan,577,12,56,WEST   14 STREET,1,,
New York University,Manhattan,900,27,245,EAST 19TH STREET,2,,
New York University,Manhattan,1373,1419,425,MAIN STREET,1,,
Columbia University,Manhattan,1185,76,,,2,,
New York University,Manhattan,1839,41,12,WEST  104 STREET,2,,
Columbia University,Manhattan,1896,34,612,WEST  115 STREET,1,,
Columbia University,Manhattan,1874,164,,,2,,
Fordham University,Bronx,3273,206,2539,CAMBRELENG AVENUE,2,DEED,05/21/2009
Fordham University,Bronx,3273,355,,,2,DEED,05/05/1970
Columbia University,Manhattan,194,36,,,1,,
New York University,Manhattan,551,10,21,WASHINGTON SQUARE N,2,DEED,06/25/1984
New York University,Manhattan,551,11,,,2,DEED,03/26/2001
New York University,Manhattan,1373,1505,425,MAIN STREET,2,DEED,09/06/2007
The New School,Brooklyn,1804,44,,,1,DEED,12/13/1996
Columbia University,Manhattan,1963,16,,,1,DEED,
Columbia University,Manhattan,1084,9,,,1,,
Columbia University,Manhattan,1867,67,,,2,DEED,
Columbia University,Manhattan,1895,165,,,2,DEED,
New York University,Manhattan,1842,1055,467,CENTRAL PARK WEST,2,,
New York University,Brooklyn,945,1051,100,STERLING PLACE,2,,
New York University,Brooklyn,945,1013,100,STERLING PLACE,2,,
Columbia University,Manhattan,1895,16,,,2,DEED,
Columbia University,Manhattan,2112,40,,,2,DEED,
Columbia University,Manhattan,1996,56,,,2,,
Columbia University,Manhattan,1895,72,,,2,DEED,
Columbia University,Manhattan,1894,43,,,1,,
New York University,Manhattan,627,19,49,HORATIO STREET,1,,
New York University,Manhattan,1373,1454,425,MAIN STREET,2,DEED,06/21/2007
Columbia University,Manhattan,2112,10,,,2,DEED,
New York University,Manhattan,1859,35,,,1,DEED,
Pratt Institute,Brooklyn,1916,26,229,CLINTON AVENUE,1,,
New York University,Queens,1245,15,33-20,73 STREET,1,,
New York University,Queens,99999,1,,,1,,
Fordham University,Bronx,3273,239,,,2,DEED,04/01/1968
St. John's University,Queens,7021,137,,,2,DEED,07/15/1999
Pratt Institute,Brooklyn,1933,1000,,,1,,
Pratt Institute,Brooklyn,1933,100,333,LAFAYETTE AVENUE,1,,
Pratt Institute,Brooklyn,1933,60,309,LAFAYETTE AVENUE,1,,
Columbia University,Manhattan,1885,148,,,2,DEED,
New York University,Manhattan,570,40,11,EAST 12TH   STREET,2,,
Columbia University,Manhattan,1997,18,617,WEST 130 STREET,1,,
Columbia University,Manhattan,1997,29,3241,BROADWAY,1,,
Columbia University,Manhattan,1987,9,547,WEST 133 STREET,1,,
Columbia University,Manhattan,1997,34,3251,BROADWAY,1,,
Columbia University,Manhattan,1998,1,2301,JOE DIMAGGIO HIGHWAY,1,,
Columbia University,Manhattan,1997,9,631,WEST 130 STREET,1,,
Columbia University,Manhattan,1998,10,641,WEST 131 STREET,1,,
Columbia University,Manhattan,1998,6,653,WEST 131 STREET,1,,
Columbia University,Manhattan,1997,6,641,WEST 130 STREET,1,,
Columbia University,Manhattan,630,51,,,1,DEED,
Columbia University,Manhattan,1995,35,619,WEST 125 STREET,1,,
Columbia University,Manhattan,1891,129,,,1,,
Fordham University,Bronx,3066,21,2423,ARTHUR AVENUE,2,,
New York University,Manhattan,881,29,137,EAST 25TH ST,2,,
Columbia University,Brooklyn,6828,73,1871,EAST   22 STREET,1,,
New York University,Manhattan,1373,1372,425,MAIN STREET,1,,
New York University,Manhattan,1537,2304,1641,3 AVENUE,2,,
Columbia University,Manhattan,999,3,,,1,,
Fordham University,Bronx,3273,357,,,2,DEED,05/05/1970
New York University,Manhattan,550,23,,,2,,
New York University,Bronx,5810,405,,LIVINGSTON AVENUE,2,,
New York University,Bronx,5810,401,,,2,,
New York University,Manhattan,1377,1103,1,EAST   62 STREET,1,,
New York University,Manhattan,1530,1,1491,3 AVENUE,2,,
New York University,Bronx,3217,9,,,2,,
The New School,Manhattan,571,1506,10,EAST 14TH   STREET,1,,
The New School,Manhattan,571,1505,10,EAST 14TH   STREET,1,,
The New School,Manhattan,571,1508,10,EAST 14TH   STREET,1,,
The New School,Manhattan,571,1503,10,EAST 14TH   STREET,1,,
The New School,Manhattan,571,1507,10,EAST 14TH   STREET,1,,
The New School,Manhattan,571,1504,10,EAST 14TH   STREET,1,,
St. John's University,Brooklyn,271,34,,,1,DEED,01/18/1980
Columbia University,Manhattan,1962,1,,,2,DEED,
Columbia University,Manhattan,1885,40,,,2,DEED,
New York University,Manhattan,566,1,9,5 AVENUE,2,,
New York University,Manhattan,603,46,,,1,,
Pratt Institute,Brooklyn,1893,37,78,STEUBEN STREET,2,DEED,04/03/2006
Pratt Institute,Brooklyn,1893,38,80,STEUBEN STREET,2,DEED,04/03/2006
Pratt Institute,Brooklyn,1893,15,79,GRAND AVENUE,2,DEED,04/03/2006
Pratt Institute,Brooklyn,1893,39,82,STEUBEN STREET,2,DEED,04/03/2006
Pratt Institute,Brooklyn,1893,14,81,GRAND AVENUE,2,DEED,04/03/2006
Columbia University,Manhattan,2124,1,530,WEST 166TH ST,2,,
New York University,Bronx,2883,81,,MAJOR DEEGAN EXPRESS,2,DEED COR,07/31/1964
Columbia University,Bronx,5937,458,5215,SYCAMORE AVENUE,2,,
New York University,Manhattan,2134,1248,779,RIVERSIDE DRIVE,2,,
New York University,Queens,5486,4,156-11,OAK AVENUE,2,,
Pratt Institute,Brooklyn,1892,61,98-104,GRAND AVENUE,2,DEED,10/28/2014
Columbia University,Manhattan,574,77,69,WEST   10 STREET,1,,
New York University,Manhattan,1492,11,,,1,,
New York University,Manhattan,541,26,,,2,DEED,08/08/2001
New York University,Manhattan,1373,1366,425,MAIN STREET,1,DEED,05/22/2008
Columbia University,Manhattan,1896,32,,,2,DEED,
New York University,Manhattan,1373,1440,425,MAIN STREET,1,DEED,07/03/2008
New York University,Manhattan,1526,1078,201,EAST 80TH STREET,2,,
Pratt Institute,Brooklyn,1923,238,238,CLASSON AVE,1,,
Pratt Institute,Brooklyn,1920,285,285,RYERSON ST,1,,
Columbia University,Manhattan,1158,1587,200,WEST END AVENUE,2,DEED,03/12/2008
Columbia University,Manhattan,1523,45,168,EAST   95 STREET,2,,
Columbia University,Manhattan,1892,32,,,2,,
The New School,Manhattan,870,1074,10,UNION SQUARE EAST,2,DEED,12/21/1987
Columbia University,Queens,4946,20,,,1,,
Columbia University,Queens,4943,36,,,1,,
Columbia University,Queens,4944,30,,,1,,
Columbia University,Queens,4944,38,,,1,,
Columbia University,Queens,4946,206,,,1,,
Columbia University,Queens,4943,56,,,1,,
Columbia University,Manhattan,1895,65,,,2,DEED,
New York University,Manhattan,1461,1107,400,EAST 67TH   STREET,2,,
New York University,Manhattan,1540,1207,212,EAST 95TH   STREET,2,,
Columbia University,Manhattan,1895,45,619-623,W. 113TH ST.,2,DEED,02/19/2009
New York University,Manhattan,886,1030,111,EAST 30TH   STREET,2,,
New York University,Manhattan,886,1031,111,EAST 30TH   STREET,2,,
New York University,Manhattan,1377,1102,1,EAST   62 STREET,1,,
Columbia University,Manhattan,1962,19,,,1,,
Columbia University,Manhattan,1895,52,,,1,,
Columbia University,Manhattan,1895,62,,,1,,
New York University,Bronx,3228,60,,,2,DEED,10/04/1968
Pratt Institute,Brooklyn,1892,71,513,MYRTLE AVENUE,2,DEED,12/13/2004
New York University,Manhattan,541,29,,,2,DEED,
St. John's University,Queens,6715,37,147-04,UNION TURNPIKE,2,DEEDO,08/10/2005
Columbia University,Manhattan,1895,32,,,1,DEED,
New York University,Manhattan,525,48,,,2,DEED,
New York University,Manhattan,537,19,,,1,DEED,
The New School,Brooklyn,5182,65,481,EAST 18TH STREET,2,,
Columbia University,Manhattan,33,9999,,,1,,
New York University,Manhattan,175,1309,90,FRANKLIN STREET,1,,
Fordham University,Bronx,3273,324,,,2,DEED,12/18/1967
Columbia University,Bronx,2322,81,220,EAST 138 STREET,2,,
Columbia University,Manhattan,1976,48,,,2,DEED,
Columbia University,Manhattan,1976,39,,,2,DEED,
Columbia University,Manhattan,1976,61,,,2,DEED,
Columbia University,Manhattan,1976,16,,,2,DEED,
Columbia University,Manhattan,1976,53,,,2,DEED,
Columbia University,Manhattan,1976,10,,,2,DEED,
Columbia University,Manhattan,1976,51,,,2,DEED,
Columbia University,Manhattan,1976,29,,,2,DEED,
Columbia University,Manhattan,1976,37,,,2,DEED,
Columbia University,Manhattan,1976,55,,,2,DEED,
New York University,Manhattan,16,8067,2,SOUTH END AVENUE,2,,
New York University,Manhattan,1342,47,,,1,DEED,
New York University,Manhattan,1342,147,,,1,DEED,
Columbia University,Manhattan,628,4,,,1,,
New York University,Manhattan,1342,6,,,1,DEED,
New York University,Manhattan,793,1249,,,2,DEED,09/23/2002
New York University,Manhattan,569,25,,,2,,
Fordham University,Manhattan,1390,43,,,1,,
New York University,Bronx,5724,704,2634,ARLINGTON AVENUE,2,,
New York University,Manhattan,888,27,145,EAST   32 STREET,1,,
Columbia University,Manhattan,1976,26,,,2,DEED,
Columbia University,Manhattan,1976,36,,,2,DEED,
Columbia University,Manhattan,2112,99,,,2,DEED,
Columbia University,Manhattan,2112,59,,,2,DEED,
Columbia University,Manhattan,2112,63,,,2,DEED,
Columbia University,Manhattan,2112,74,,,2,DEED,
Columbia University,Manhattan,2112,67,,,2,DEED,
Columbia University,Manhattan,2112,77,,,2,DEED,
Columbia University,Manhattan,2112,75,,,2,DEED,
Columbia University,Manhattan,2112,95,,,2,DEED,
Columbia University,Manhattan,2112,80,,,2,DEED,
Columbia University,Manhattan,2112,70,,,2,DEED,
Columbia University,Manhattan,2112,90,,,2,DEED,
New York University,Manhattan,587,14,,,2,,
The New School,Manhattan,1142,21,129,WEST70TH STREET,2,,
Columbia University,Manhattan,1273,19,,,1,,
Columbia University,Manhattan,701,1,,,1,,
New York University,Manhattan,1727,1068,380,LENOX AVENUE,2,,
Columbia University,Manhattan,2124,32,,,2,DEED,
Columbia University,Manhattan,2124,28,,,2,DEED,
Fordham University,Bronx,3273,637,2536,HUGHES AVENUE,2,DEED,03/31/2006
New York University,Brooklyn,1006,25,382,8 STREET,1,,
New York University,Brooklyn,263,63,,,2,,
Columbia University,Manhattan,1896,65,,,2,DEED,
Fordham University,Bronx,3273,325,,,2,DEED,10/18/1967
The New School,Bronx,2923,26,4141,3 AVENUE,1,,
The New School,Bronx,2923,23,4143,3 AVENUE,1,,
The New School,Bronx,2923,17,1848,BATHGATE AVENUE,1,,
New York University,Manhattan,1537,2327,1641,3 AVENUE,2,,
New York University,Manhattan,576,46,60,FIFTH AVENUE,2,DEED,01/07/2010
New York University,Manhattan,465,107,,,2,DEED,10/31/1984
New York University,Manhattan,465,106,,,2,DEED,10/31/1984
New York University,Manhattan,465,104,,,2,DEED,10/31/1984
Columbia University,Manhattan,1885,7,,,2,DEED,
Columbia University,Manhattan,2074,56,,,2,,
New York University,Bronx,3222,100,,,1,DEED,01/10/1967
New York University,Manhattan,1377,1109,1,EAST   62 STREET,1,,
New York University,Manhattan,1377,1110,1,EAST   62 STREET,1,,
Pratt Institute,Brooklyn,1892,63,,GRAND AVENUE,2,,
New York University,Manhattan,955,5,403,EAST 23RD   STREET,2,,
New York University,Manhattan,621,77,,,1,DEED,11/27/1996
Columbia University,Queens,214,210,,,1,,
New York University,Manhattan,539,13,,,2,,
Fordham University,Bronx,3279,25,,,1,DEED,04/21/1970
Columbia University,Manhattan,1499,60,,,2,DEED,
New York University,Queens,3167,67,102-09,68 AVENUE,2,,
New York University,Manhattan,172,20,78-84,LAFAYETTE STREET,1,,
New York University,Queens,3202,58,,,2,,
Columbia University,Manhattan,1961,37,1161,AMSTERDAM AVENUE,1,DEED,12/11/1990
New York University,Manhattan,531,1075,,,2,,
Columbia University,Queens,9028,1,92-06,ATLANTIC AVENUE,2,,
New York University,Manhattan,962,18,,,1,,
Columbia University,Manhattan,1990,33,,,2,DEED,
New York University,Manhattan,2109,92,444,WEST 162 STREET,2,,
Pratt Institute,Brooklyn,2092,56,,,1,DEED,04/01/1980
Columbia University,Manhattan,874,1,,,1,,
Columbia University,Manhattan,874,4,,,1,,
Columbia University,Manhattan,1961,57,,,1,,
Columbia University,Manhattan,1961,53,,,1,,
Columbia University,Manhattan,1961,39,,,1,,
New York University,Manhattan,962,81,,,1,,
Fordham University,Bronx,3273,237,2538,HUGHES AVENUE,2,DEED,12/20/2004
New York University,Manhattan,510,45,273,MULBERRY STREET,2,,
St. John's University,Queens,6715,28,147-26,UNION TURNPIKE,2,DEEDO,08/10/2005
Columbia University,Manhattan,1305,60,566,LEXINGTON AVENUE,2,DEED,06/30/1993
New York University,Manhattan,546,37,,,2,DEED,
St. John's University,Queens,6715,26,147-30,UNION TURNPIKE,2,DEEDO,08/10/2005
Columbia University,Queens,355,16,,,2,,
Columbia University,Queens,355,22,,,2,,
New York University,Manhattan,1577,1242,523,EAST 80TH   STREET,2,,
New York University,Brooklyn,1081,54,,,2,,
Columbia University,Manhattan,1883,59,2874,BROADWAY,2,DEED,03/09/1992
Columbia University,Manhattan,1704,5,,,2,,
Columbia University,Manhattan,1704,14,,,2,,
Columbia University,Manhattan,1704,1,,,2,,
New York University,Brooklyn,2344,1034,161,NORTH 4TH   STREET,2,,
St. John's University,Queens,6715,35,147-08,UNION TURNPIKE,2,DEEDO,08/10/2005
New York University,Manhattan,940,53,,,2,,
New York University,Manhattan,940,54,,,2,,
Columbia University,Manhattan,1884,48,,,2,DEED,
New York University,Bronx,5752,290,3117,PALISADE AVENUE,2,,
Columbia University,Manhattan,1867,52,,,2,DEED,
New York University,Brooklyn,8748,220,4187,OCEAN AVENUE,2,,
Columbia University,Manhattan,1527,40,,,1,,
Columbia University,Manhattan,1527,39,,,1,,
Columbia University,Manhattan,1884,46,,,2,DEED,
St. John's University,Queens,6715,29,147-24,UNION TURNPIKE,2,DEEDO,08/10/2005
Columbia University,Manhattan,2112,6,,,2,DEED,
Columbia University,Manhattan,2112,53,,,2,DEED,
Columbia University,Manhattan,2112,1,,,2,DEED,
Columbia University,Manhattan,2112,46,,,2,DEED,
New York University,Manhattan,539,16,,,2,,
Columbia University,Manhattan,1867,69,424,WEST  116 STREET,1,,
Columbia University,Manhattan,1895,39,,,2,DEED,
New York University,Manhattan,465,39,34,STUYVESANT STREET,2,DEED,05/04/1984
New York University,Manhattan,465,60,227,EAST    9 STREET,2,DEED,05/04/1984
Columbia University,Manhattan,669,1,,,1,,
St. John's University,Queens,6715,33,147-12,UNION TURNPIKE,2,DEEDO,08/10/2005
Columbia University,Manhattan,1982,1,555,WEST 125TH STREET,2,DEED,01/31/2008
Columbia University,Manhattan,1882,42,,,2,DEED,
Columbia University,Manhattan,1996,61,663,WEST 125 STREET,1,,
Fordham University,Bronx,3273,354,,,2,DEED,02/21/1968
St. John's University,Queens,6715,31,147-20,UNION TURNPIKE,2,DEEDO,08/10/2005
Columbia University,Manhattan,1884,21,,,2,DEED,
Columbia University,Manhattan,1116,1200,20,WEST   64 STREET,2,,
Columbia University,Manhattan,2123,68,2142,AMSTERDAM AVENUE,1,,
Columbia University,Manhattan,1885,58,,,2,DEED,
Fordham University,Bronx,3273,205,2537,CAMBRELENG AVENUE,2,DEED,06/13/2007
Columbia University,Manhattan,2112,28,,,2,DEED,
New York University,Bronx,4965,25,3932,HARPER AVENUE,2,,
New York University,Manhattan,510,1101,295,LAFAYETTE STREET,2,,
New York University,Brooklyn,5237,215,718,EAST 17 STREET,2,,
Columbia University,Manhattan,1883,14,,,2,DEED,
Columbia University,Manhattan,1998,49,624,WEST 132 STREET,2,,
Fordham University,Bronx,3273,315,,,2,DEED,06/29/2001
