parcel_key,corporationname,building_address,boro,block,lot,property_type
1-1265-1096,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1096,CR
1-1265-1040,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1040,CC
1-1265-1077,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1077,CC
1-1265-1028,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1028,CC
1-1265-1053,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1053,CC
1-1265-1109,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1109,CR
1-1265-1088,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1088,CR
1-1265-1108,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1108,CR
1-1265-1072,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1072,CR
1-1265-1021,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1021,CR
1-1265-1001,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1001,CR
1-1265-1007,COLUMBIA UNIVERSITY,"1250 6 AVENUE, Manhattan, NY",MANHATTAN,1265,1007,CR
1-1265-1027,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1027,CC
1-1265-1062,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1062,CC
1-1265-1089,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1089,CR
1-1265-1029,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1029,CC
1-1265-1047,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1047,CC
1-1265-1057,COLUMBIA UNIVERSITY,"1250 6 AVENUE, Manhattan, NY",MANHATTAN,1265,1057,CR
1-1265-1024,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1024,CC
1-1265-1082,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1082,CR
1-1265-1019,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1019,CR
1-1265-8040,COLUMBIA UNIVERSITY,"nan WEST 49 STREET, Manhattan, NY",MANHATTAN,1265,8040,VN
1-1265-1073,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1073,CC
1-1265-1085,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1085,CR
1-1265-1106,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1106,CR
1-1265-1009,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1009,CR
1-1265-1107,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1107,CR
1-1265-1050,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1050,CR
1-1265-1039,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1039,CC
1-1265-1004,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1004,OT
1-1265-1084,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1084,CR
1-1265-1093,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1093,CC
1-1265-1036,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1036,CC
1-1265-1035,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1035,CC
1-1265-1005,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1005,OT
1-1265-1012,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1012,CR
1-1265-1011,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1011,CR
1-1265-1070,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1070,CC
1-1265-1033,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1033,CC
1-1265-1022,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1022,CR
1-1265-1017,COLUMBIA UNIVERSITY,"1250 6 AVENUE, Manhattan, NY",MANHATTAN,1265,1017,CR
1-1265-1014,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1014,CR
1-1265-1080,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1080,CC
1-1265-1063,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1063,CC
1-1265-1099,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1099,CR
1-1265-1094,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1094,CR
1-1265-1068,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1068,CC
1-1265-1097,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1097,CR
1-1265-1003,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1003,OT
1-1265-1105,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1105,CR
1-1265-1061,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1061,CC
1-1265-1002,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1002,OT
1-1265-1030,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1030,CC
1-1265-1055,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1055,CR
1-1265-1043,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1043,CC
1-1265-1052,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1052,CC
1-1265-1104,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1104,CR
1-1265-1037,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1037,CC
1-1265-1038,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1038,CC
1-1265-1032,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1032,CC
1-1265-1060,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1060,CC
1-1265-1098,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1098,CR
1-1265-1102,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1102,CR
1-1265-1034,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1034,CC
1-1265-1101,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1101,CR
1-1265-1026,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1026,CC
1-1265-50,COLUMBIA UNIVERSITY,"610 5 AVENUE, Manhattan, NY",MANHATTAN,1265,50,CR
1-1265-1090,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1090,CR
1-1265-1020,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1020,CR
1-1265-1065,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1065,CC
1-1265-1046,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1046,CC
1-1377-1109,NEW YORK UNIVERSITY,"1 EAST 62ND STREET, Manhattan, NY",MANHATTAN,1377,1109,SC
1-1377-1110,NEW YORK UNIVERSITY,"1 EAST 62ND STREET, Manhattan, NY",MANHATTAN,1377,1110,SC
3-1892-63,PRATT INSTITUTE,"nan GRAND AVENUE, Brooklyn, NY",BROOKLYN,1892,63,PA
1-955-5,NEW YORK UNIVERSITY,"403 EAST 23RD   STREET, Manhattan, NY",MANHATTAN,955,5,OT
1-962-1,NEW YORK UNIVERSITY,"516 1 AVENUE, Manhattan, NY",MANHATTAN,962,1,OT
1-621-77,NEW YORK UNIVERSITY,"83 CHARLES STREET, Manhattan, NY",MANHATTAN,621,77,D2
4-214-210,COLUMBIA UNIVERSITY,"33-00 NORTHERN BOULEVARD, Queens, NY",QUEENS,214,210,CR
1-539-13,NEW YORK UNIVERSITY,"235 SULLIVAN STREET, Manhattan, NY",MANHATTAN,539,13,AP
2-3279-25,FORDHAM UNIVERSITY,"2826 DECATUR AVENUE, Bronx, NY",BRONX,3279,25,PA
1-1499-60,COLUMBIA UNIVERSITY,"20 EAST 88 STREET, Manhattan, NY",MANHATTAN,1499,60,SP
1-172-20,NEW YORK UNIVERSITY,"80 LAFAYETTE STREET, Manhattan, NY",MANHATTAN,172,20,CR
4-3202-58,NEW YORK UNIVERSITY,"68-15 FLEET STREET, Queens, NY",QUEENS,3202,58,D1
1-193-35,COLUMBIA UNIVERSITY,"Block 193 Lot 35, Manhattan, NY",MANHATTAN,193,35,PA
1-193-34,COLUMBIA UNIVERSITY,"nan WALKER STREET, Manhattan, NY",MANHATTAN,193,34,OF
1-1961-37,COLUMBIA UNIVERSITY,"1161 AMSTERDAM AVENUE, Manhattan, NY",MANHATTAN,1961,37,PA
4-9028-1,COLUMBIA UNIVERSITY,"92-06 ATLANTIC AVENUE, Queens, NY",QUEENS,9028,1,CR
1-2109-92,NEW YORK UNIVERSITY,"444 WEST 162 STREET, Manhattan, NY",MANHATTAN,2109,92,D2
3-2092-56,PRATT INSTITUTE,"244 VANDERBILT AVE, Brooklyn, NY",BROOKLYN,2092,56,D5
3-2643-27,COLUMBIA UNIVERSITY,"67 GUERNSEY STREET, Brooklyn, NY",BROOKLYN,2643,27,CR
3-2643-26,COLUMBIA UNIVERSITY,"69 GUERNSEY STREET, Brooklyn, NY",BROOKLYN,2643,26,CR
3-2643-29,COLUMBIA UNIVERSITY,"33 NASSAU AVENUE, Brooklyn, NY",BROOKLYN,2643,29,CR
1-874-1,COLUMBIA UNIVERSITY,"225 PARK AVENUE SOUTH, Manhattan, NY",MANHATTAN,874,1,OF
1-874-4,COLUMBIA UNIVERSITY,"233 PARK AVENUE SOUTH, Manhattan, NY",MANHATTAN,874,4,OF
1-1961-53,COLUMBIA UNIVERSITY,"Block 1961 Lot 53, Manhattan, NY",MANHATTAN,1961,53,PA
1-962-81,NEW YORK UNIVERSITY,"Block 962 Lot 81, Manhattan, NY",MANHATTAN,962,81,PA
2-3273-237,FORDHAM UNIVERSITY,"2538 HUGHES AVENUE, Bronx, NY",BRONX,3273,237,D1
1-510-45,NEW YORK UNIVERSITY,"295 LAFAYETTE STREET, Manhattan, NY",MANHATTAN,510,45,PA
1-546-37,NEW YORK UNIVERSITY,"Block 546 Lot 37, Manhattan, NY",MANHATTAN,546,37,PA
4-6715-26,"ST JOHNS UNIVERSITY, NEW YORK","147-30 UNION TURNPIKE, Queens, NY",QUEENS,6715,26,D3
1-1484-35,COLUMBIA UNIVERSITY,"524 EAST 73RD STREET, Manhattan, NY",MANHATTAN,1484,35,CR
1-2139-1,COLUMBIA UNIVERSITY,"161 FT WASHINGTON AVENUE, Manhattan, NY",MANHATTAN,2139,1,CR
1-2136-245,COLUMBIA UNIVERSITY,"115 FT WASHINGTON AVENUE, Manhattan, NY",MANHATTAN,2136,245,CR
3-1081-54,NEW YORK UNIVERSITY,"583 4 STREET, Brooklyn, NY",BROOKLYN,1081,54,PA
1-1704-5,COLUMBIA UNIVERSITY,"nan F D R DRIVE, Manhattan, NY",MANHATTAN,1704,5,VN
1-1704-14,COLUMBIA UNIVERSITY,"Block 1704 Lot 14, Manhattan, NY",MANHATTAN,1704,14,PA
1-1704-1,COLUMBIA UNIVERSITY,"2140 1 AVENUE, Manhattan, NY",MANHATTAN,1704,1,CR
3-1371-26,COLUMBIA UNIVERSITY,"1284 PARK PLACE, Brooklyn, NY",BROOKLYN,1371,26,D1
1-936-8,NEW YORK UNIVERSITY,"656 1 AVENUE, Manhattan, NY",MANHATTAN,936,8,PA
1-940-53,NEW YORK UNIVERSITY,"312 EAST 35TH STREET, Manhattan, NY",MANHATTAN,940,53,AP
1-940-54,NEW YORK UNIVERSITY,"Block 940 Lot 54, Manhattan, NY",MANHATTAN,940,54,PA
3-903-83,COLUMBIA UNIVERSITY,"649 39 STREET, Brooklyn, NY",BROOKLYN,903,83,PA
2-5752-290,NEW YORK UNIVERSITY,"3117 PALISADE AVENUE, Bronx, NY",BRONX,5752,290,D1
3-8748-220,NEW YORK UNIVERSITY,"4187 OCEAN AVENUE, Brooklyn, NY",BROOKLYN,8748,220,D1
1-1527-40,COLUMBIA UNIVERSITY,"218 EAST 82 STREET, Manhattan, NY",MANHATTAN,1527,40,SP
1-1527-39,COLUMBIA UNIVERSITY,"220 EAST 82ND STREET, Manhattan, NY",MANHATTAN,1527,39,SP
2-5957-158,COLUMBIA UNIVERSITY,"5951 RIVERDALE AVENUE, Bronx, NY",BRONX,5957,158,PA
4-6715-29,"ST JOHNS UNIVERSITY, NEW YORK","147-24 UNION TURNPIKE, Queens, NY",QUEENS,6715,29,D3
2-2563-40,COLUMBIA UNIVERSITY,"755 EAST 134 STREET, Bronx, NY",BRONX,2563,40,OT
1-2112-6,COLUMBIA UNIVERSITY,"Block 2112 Lot 6, Manhattan, NY",MANHATTAN,2112,6,PA
1-2112-53,COLUMBIA UNIVERSITY,"Block 2112 Lot 53, Manhattan, NY",MANHATTAN,2112,53,PA
1-2112-1,COLUMBIA UNIVERSITY,"2169 AMSTERDAM AVENUE, Manhattan, NY",MANHATTAN,2112,1,OT
1-2112-46,COLUMBIA UNIVERSITY,"Block 2112 Lot 46, Manhattan, NY",MANHATTAN,2112,46,PA
1-539-16,NEW YORK UNIVERSITY,"88 WEST 3 STREET, Manhattan, NY",MANHATTAN,539,16,OT
1-1867-69,COLUMBIA UNIVERSITY,"424 WEST  116 STREET, Manhattan, NY",MANHATTAN,1867,69,PA
1-465-39,NEW YORK UNIVERSITY,"34 STUYVESANT STREET, Manhattan, NY",MANHATTAN,465,39,PA
1-465-60,NEW YORK UNIVERSITY,"227 EAST    9 STREET, Manhattan, NY",MANHATTAN,465,60,PA
1-669-1,COLUMBIA UNIVERSITY,"148 12 AVENUE, Manhattan, NY",MANHATTAN,669,1,PA
4-6715-33,"ST JOHNS UNIVERSITY, NEW YORK","147-12 UNION TURNPIKE, Queens, NY",QUEENS,6715,33,D3
1-1982-1,COLUMBIA UNIVERSITY,"1 OLD BROADWAY, Manhattan, NY",MANHATTAN,1982,1,PA
2-5923-380,COLUMBIA UNIVERSITY,"4602 PALISADE AVENUE, Bronx, NY",BRONX,5923,380,D1
2-3273-354,FORDHAM UNIVERSITY,"Block 3273 Lot 354, Bronx, NY",BRONX,3273,354,PA
3-5224-18,COLUMBIA UNIVERSITY,"509 EAST 24TH STREET, Brooklyn, NY",BROOKLYN,5224,18,D3
3-5738-74,COLUMBIA UNIVERSITY,"1115 64 STREET, Brooklyn, NY",BROOKLYN,5738,74,D3
1-2139-15,COLUMBIA UNIVERSITY,"Block 2139 Lot 15, Manhattan, NY",MANHATTAN,2139,15,PA
1-2112-28,COLUMBIA UNIVERSITY,"Block 2112 Lot 28, Manhattan, NY",MANHATTAN,2112,28,PA
2-5937-477,COLUMBIA UNIVERSITY,"5249 SYCAMORE AVENUE, Bronx, NY",BRONX,5937,477,D1
1-1163-8,COLUMBIA UNIVERSITY,"261 WEST 71ST STREET, Manhattan, NY",MANHATTAN,1163,8,SP
1-510-1101,NEW YORK UNIVERSITY,"295 LAFAYETTE STREET, Manhattan, NY",MANHATTAN,510,1101,CR
1-1884-41,COLUMBIA UNIVERSITY,"nan WEST 113 STREET, Manhattan, NY",MANHATTAN,1884,41,OT
1-1783-1,COLUMBIA UNIVERSITY,"2167 3 AVENUE, Manhattan, NY",MANHATTAN,1783,1,AP
2-3273-315,FORDHAM UNIVERSITY,"540 EAST  191 STREET, Bronx, NY",BRONX,3273,315,PA
