CorporationName,building_address,business_address,RegistrationID,BuildingID,Boro,BoroID,Block,Lot,BIN,RegistrationContactID
TRUSTEES OF COLUMBIA UNIVERSITY,"464 RIVERSIDE DRIVE, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",102908,27295,MANHATTAN,1,1990,44,1059827.0,10290803
TRUSTEES OF COLUMBIA UNIVERSITY,"424 WEST 119 STREET, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",122935,38735,MANHATTAN,1,1962,31,1059508.0,12293503
TRUSTEES OF COLUMBIA UNIVERSITY,"448 RIVERSIDE DRIVE, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",126662,27288,MANHATTAN,1,1990,64,1059833.0,12666203
TRUSTEES OF COLUMBIA UNIVERSITY,"530 WEST 114 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK COUNTY, NY 10027",113634,38183,MANHATTAN,1,1885,148,1057051.0,11363403
TRUSTEES OF COLUMBIA UNIVERSITY,"195 CLAREMONT AVENUE, NEW YORK, NY, 10027","400 WEST 119TH STREET, New York, NY 10027",103101,9615,MANHATTAN,1,1994,72,1059875.0,10310103
TRUSTEES OF COLUMBIA UNIVERSITY,"452 RIVERSIDE DRIVE, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",123848,27291,MANHATTAN,1,1990,54,1059831.0,12384803
NEW YORK UNIVERSITY,"37 WASHINGTON SQUARE WEST, NEW YORK, NY, 10011","70 WASHINGTON SQ SOUTH, NEW YORK, NY 10012",107715,29248,MANHATTAN,1,552,26,1008877.0,10771503
NEW YORK UNIVERSITY,"37 WASHINGTON SQUARE WEST, NEW YORK, NY, 10011","2 WASHINGTON SQ VILLAGE APARTMENT 1T, New York, NY 10012",107715,29248,MANHATTAN,1,552,26,1008877.0,10771504
TRUSTEES OF COLUMBIA UNIVERSITY,"456 RIVERSIDE DRIVE, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",123846,27293,MANHATTAN,1,1990,52,1059829.0,12384603
NEW YORK UNIVERSITY,"21 EAST 15 STREET, NEW YORK, NY, 10003","10 ASTOR PLACE APARTMENT 7TH FL, NEW YORK, NY 10003",140569,12128,MANHATTAN,1,843,22,1078700.0,14056903
NEW YORK UNIVERSITY,"21 EAST 15 STREET, NEW YORK, NY, 10003","10 ASTOR PLACE APARTMENT 7TH FL, NEW YORK, NY 10003",140569,12128,MANHATTAN,1,843,22,1078700.0,14056904
TRUSTEES OF COLUMBIA UNIVERSITY,"524 WEST 114 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",102893,38180,MANHATTAN,1,1885,46,1057036.0,10289303
NEW YORK UNIVERSITY,"3 WASHINGTON SQUARE VILLAGE, NEW YORK, NY, 10012","70 WASHINGTON SQUARE, New York, NY 10012",138043,806017,MANHATTAN,1,533,1,1077835.0,13804303
NEW YORK UNIVERSITY,"3 WASHINGTON SQUARE VILLAGE, NEW YORK, NY, 10012","2 WASHINGTON SQUARE VILLAGE APARTMENT 1T, New York, NY 10012",138043,806017,MANHATTAN,1,533,1,1077835.0,13804304
TRUSTEES OF COLUMBIA UNIVERSITY,"526 WEST 113 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",109180,38076,MANHATTAN,1,1884,43,1057003.0,10918003
NEW YORK UNIVERSITY,"120 EAST 12 STREET, NEW YORK, NY, 10003","10 ASTOR PLACE APARTMENT 7TH FL, New York, NY 10003",143597,945881,MANHATTAN,1,556,48,1087924.0,14359703
NEW YORK UNIVERSITY,"120 EAST 12 STREET, NEW YORK, NY, 10003","10 ASTOR PLACE APARTMENT 7TH FL, New York, NY 10003",143597,945881,MANHATTAN,1,556,48,1087924.0,14359704
TRUSTEES OF COLUMBIA UNIVERSITY,"445 RIVERSIDE DRIVE, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",102905,27287,MANHATTAN,1,1990,67,1059834.0,10290503
TRUSTEES OF COLUMBIA UNIVERSITY,"362 RIVERSIDE DRIVE, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",104519,27264,MANHATTAN,1,1893,3,1057299.0,10451903
TRUSTEES OF COLUMBIA UNIVERSITY,"531 WEST 112 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",105031,37988,MANHATTAN,1,1884,11,1056992.0,10503103
NEW YORK UNIVERSITY,"20 EAST 16 STREET, NEW YORK, NY, 10003","10 ASTOR PLACE APARTMENT 7TH FL, NEW YORK, NY 10003",140558,804376,MANHATTAN,1,843,22,1087303.0,14055803
NEW YORK UNIVERSITY,"20 EAST 16 STREET, NEW YORK, NY, 10003","10 ASTOR PLACE APARTMENT 7TH FL, NEW YORK, NY 10003",140558,804376,MANHATTAN,1,843,22,1087303.0,14055804
TRUSTEES OF COLUMBIA UNIVERSITY,"535 WEST 111 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",110875,37899,MANHATTAN,1,1883,11,1056975.0,11087503
TRUSTEES OF COLUMBIA UNIVERSITY,"506 WEST 122 STREET, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",102337,39211,MANHATTAN,1,1976,39,1059660.0,10233703
NYU REAL ESTATE CORP,"16 EAST 8 STREET, NEW YORK, NY, 10003","70 WASHINGTON SQ SOUTH, NEW YORK, NY 10012",107712,11225,MANHATTAN,1,550,29,1077902.0,10771203
NEW YORK UNIVERSITY,"16 EAST 8 STREET, NEW YORK, NY, 10003","2 WASHINGTON SQ VILLAGE APARTMENT 1T, New York, NY 10012",107712,11225,MANHATTAN,1,550,29,1077902.0,10771204
TRUSTEES OF COLUMBIA UNIVERSITY,"533 WEST 113 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",107746,38081,MANHATTAN,1,1885,15,1057023.0,10774603
NYU REAL ESTATE CORP,"22 EAST 8 STREET, NEW YORK, NY, 10003","70 WASHINGTON SQ SOUTH, NEW YORK, NY 10012",107708,11227,MANHATTAN,1,550,32,1077877.0,10770803
NEW YORK UNIVERSITY,"22 EAST 8 STREET, NEW YORK, NY, 10003","2 WASHINGTON SQ VILLAGE APARTMENT 1T, New York, NY 10012",107708,11227,MANHATTAN,1,550,32,1077877.0,10770804
TRUSTEES OF COLUMBIA UNIVERSITY,"536 WEST 113 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",112206,38082,MANHATTAN,1,1884,48,1057005.0,11220603
TRUSTEES OF COLUMBIA UNIVERSITY,"527 WEST 121 STREET, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",118771,39065,MANHATTAN,1,1976,10,1059651.0,11877103
NEW YORK UNIVERSITY,"101 JOHNSON STREET, NEW YORK, NY, 11201","10 ASTOR PLACE APARTMENT 7TH FL, New York, NY 10003",387201,977759,BROOKLYN,3,131,25,3000244.0,38720103
TRUSTEES OF COLUMBIA UNIVERSITY,"502 WEST 113 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",128723,38067,MANHATTAN,1,1884,39,1057000.0,12872303
TRUSTEES OF COLUMBIA UNIVERSITY,"530 WEST 113 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",128789,38079,MANHATTAN,1,1884,46,1057004.0,12878903
TRUSTEES OF COLUMBIA UNIVERSITY,"1129 AMSTERDAM AVENUE, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",102912,5513,MANHATTAN,1,1867,74,1056058.0,10291203
NEW YORK UNIVERSITY,"130 MAC DOUGAL STREET, NEW YORK, NY, 10012","70 WASHINGTON SQ SOUTH, NEW YORK, NY 10012",142000,24483,MANHATTAN,1,540,14,1087045.0,14200003
NEW YORK UNIVERSITY,"130 MAC DOUGAL STREET, NEW YORK, NY, 10012","110 WEST 3RD STREET, New York, NY 10003",142000,24483,MANHATTAN,1,540,14,1087045.0,14200004
NEW YORK UNIVERSITY,"31 3 AVENUE, NEW YORK, NY, 10003","10 ASTOR PLACE APARTMENT 7TH FL, NEW YORK, NY 10003",140423,2182,MANHATTAN,1,465,1,1006764.0,14042303
NEW YORK UNIVERSITY,"31 3 AVENUE, NEW YORK, NY, 10003","10 ASTOR PLACE APARTMENT 7TH FL, NEW YORK, NY 10003",140423,2182,MANHATTAN,1,465,1,1006764.0,14042304
TRUSTEES OF COLUMBIA UNIVERSITY,"535 WEST 112 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",119260,37990,MANHATTAN,1,1884,10,1056991.0,11926003
TRUSTEES OF COLUMBIA UNIVERSITY,"21 CLAREMONT AVENUE, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",102894,9617,MANHATTAN,1,1990,10,1059819.0,10289403
TRUSTEES OF COLUMBIA UNIVERSITY,"417 WEST 118 STREET, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",105492,38604,MANHATTAN,1,1962,9,1059502.0,10549203
COLUMBIA UNIVERSITY,"390 FT WASHINGTON AVENUE, NEW YORK, NY, 10033","50 Haven Avenue APARTMENT Suite, New York, NY 10032",142335,21810,MANHATTAN,1,2176,5,1064256.0,14233504
COLUMBIA UNIVERSITY,"390 FT WASHINGTON AVENUE, NEW YORK, NY, 10033","630 W 168TH ST, New York, NY 10032",142335,21810,MANHATTAN,1,2176,5,1064256.0,14233503
THE TRUSTEES OF COLUMBIA UNIVERSITY,"405 WEST 118 STREET, NEW YORK, NY, 10027","400 W 119 ST, NEW YORK, NY 10027",102914,38602,MANHATTAN,1,1962,13,1059504.0,10291403
TRUSTEES OF COLUMBIA UNIVERSITY,"1201 AMSTERDAM AVENUE, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",118529,5520,MANHATTAN,1,1962,38,1059510.0,11852903
NEW YORK UNIVERSITY,"21 WASHINGTON SQUARE NORTH, NEW YORK, NY, 10011","70 WASHINGTON SQUARE SOUTH, NY, NY 10003",103704,29228,MANHATTAN,1,551,10,1077885.0,10370403
NEW YORK UNIVESITY,"21 WASHINGTON SQUARE NORTH, NEW YORK, NY, 10011","2 WASHINGTON SQ VILLAGE APARTMENT 1T, New York, NY 10012",103704,29228,MANHATTAN,1,551,10,1077885.0,10370404
NEW YORK UNIVERSITY,"35 5 AVENUE, NEW YORK, NY, 10003","10 ASTOR PLACE APARTMENT 7TH FL, NEW YORK, NY 10003",118901,2783,MANHATTAN,1,568,1,1009250.0,11890103
NEW YORK UNIVERSITY,"35 5 AVENUE, NEW YORK, NY, 10003","10 ASTOR PLACE APARTMENT 7TH FL, NEW YORK, NY 10003",118901,2783,MANHATTAN,1,568,1,1009250.0,11890104
NEW YORK UNIVERSITY,"27 WASHINGTON SQUARE NORTH, NEW YORK, NY, 10011","70 WASHINGTON SQUARE NORTH, New York, NY 10003",116188,29234,MANHATTAN,1,551,16,1008855.0,11618803
NEW YORK UNIVERSITY,"27 WASHINGTON SQUARE NORTH, NEW YORK, NY, 10011","2 WASHINGTON SQ VILLAGE APARTMENT 1T, New York, NY 10012",116188,29234,MANHATTAN,1,551,16,1008855.0,11618804
TRUSTEES OF COLUMBIA UNIVERSITY,"1211 AMSTERDAM AVENUE, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",118022,5522,MANHATTAN,1,1962,70,1059514.0,11802203
TRUSTEES OF COLUMBIA UNIVERSITY,"435 RIVERSIDE DRIVE, NEW YORK, NY, 10025","400 WEST 118TH STREET, New York, NY 10027",123892,27284,MANHATTAN,1,1896,87,1057386.0,12389203
TRUSTEES OF COLUMBIA UNIVERSITY,"3074 BROADWAY, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",118776,7963,MANHATTAN,1,1976,61,1059668.0,11877603
THE TRUSTEES OF COLUMBIA UNIVERSITY,"39 CLAREMONT AVENUE, NEW YORK, NY, 10027","400 WEST 119 STREET, NEW YORK, NY 10027",102898,9621,MANHATTAN,1,1990,29,1059823.0,10289803
NYU REAL ESTATE CORP,"9 WASHINGTON PLACE, NEW YORK, NY, 10003","70 WASHINGTON SQUARE, NEW YORK, NY 10003",112770,29191,MANHATTAN,1,547,20,1008828.0,11277003
NEW YORK UNIVERSITY,"9 WASHINGTON PLACE, NEW YORK, NY, 10003","2 WASHINGTON SQ VILLAGE APARTMENT 1T, New York, NY 10012",112770,29191,MANHATTAN,1,547,20,1008828.0,11277004
NEW YORK UNIVERSITY,"120 WEST 15 STREET, NEW YORK, NY, 10011","70 WASHINGTON SQUARE SOUTH, New York, NY 10012",143039,891228,MANHATTAN,1,790,7502,1080572.0,14303903
NEW YORK UNIVERSITY,"120 WEST 15 STREET, NEW YORK, NY, 10011","2 WASHINGTON SQ VILLAGE APARTMENT 1T, New York, NY 10012",143039,891228,MANHATTAN,1,790,7502,1080572.0,14303904
TRUSTEES OF COLUMBIA UNIVERSITY,"146 CLAREMONT AVENUE, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",102899,9597,MANHATTAN,1,1993,53,1059847.0,10289903
TRUSTEES OF COLUMBIA UNIVERSITY,"420 WEST 116 STREET, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",102824,38398,MANHATTAN,1,1867,67,1056055.0,10282403
TRUSTEES OF COLUMBIA UNIVERSITY,"2941 BROADWAY, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",102240,7954,MANHATTAN,1,1896,65,1057379.0,10224003
TRUSTEES OF COLUMBIA UNIVERSITY,"90 MORNINGSIDE DRIVE, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",102903,25575,MANHATTAN,1,1962,56,1059512.0,10290303
TRUSTEES OF COLUMBIA UNIVERSITY,"419 WEST 118 STREET, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",105491,38605,MANHATTAN,1,1962,7,1059501.0,10549103
NEW YORK UNIVERSITY,"38 EAST 7 STREET, NEW YORK, NY, 10003","10 ASTOR PLACE APARTMENT 7TH FL, NEW YORK, NY 10003",142251,11175,MANHATTAN,1,462,18,1006649.0,14225103
NEW YORK UNIVERSITY,"38 EAST 7 STREET, NEW YORK, NY, 10003","10 ASTOR PLACE APARTMENT 7TH FL, NEW YORK, NY 10003",142251,11175,MANHATTAN,1,462,18,1006649.0,14225104
TRUSTEES OF COLUMBIA UNIVERSITY,"519 WEST 121 STREET, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",118770,39063,MANHATTAN,1,1976,16,1059653.0,11877003
NEW YORK UNIVERSITY,"36 EAST 8 STREET, NEW YORK, NY, 10003","2 WASHINGTON SQ VILLAGE APARTMENT 1T, New York, NY 10012",107705,11262,MANHATTAN,1,548,12,1008834.0,10770504
TRUSTEES OF COLUMBIA UNIVERSITY,"124 LA SALLE STREET, NEW YORK, NY, 10027","400 WEST 119 STREET, NEW YORK, NY 10027",111253,23404,MANHATTAN,1,1993,39,1059843.0,11125303
NYU REAL ESTATE CORP,"7 WASHINGTON SQUARE NORTH, NEW YORK, NY, 10003","70 WASHINGTON SQ SOUTH, NEW YORK, NY 10012",107707,805427,MANHATTAN,1,550,13,1078085.0,10770703
NEW YORK UNIVERSITY,"7 WASHINGTON SQUARE NORTH, NEW YORK, NY, 10003","2 WASHINGTON SQ VILLAGE APARTMENT 1T, New York, NY 10003",107707,805427,MANHATTAN,1,550,13,1078085.0,10770704
TRUSTEES OF COLUMBIA UNIVERSITY,"35 CLAREMONT AVENUE, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",102897,9620,MANHATTAN,1,1990,25,1059822.0,10289703
NEW YORK UNIVERSITY,"5 UNIVERSITY PLACE, NEW YORK, NY, 10003","10 ASTOR PLACE APARTMENT 7TH FL, NEW YORK, NY 10003",138728,28810,MANHATTAN,1,548,4,1080105.0,13872803
NEW YORK UNIVERSITY,"5 UNIVERSITY PLACE, NEW YORK, NY, 10003","10 ASTOR PLACE APARTMENT 7TH FL, NEW YORK, NY 10003",138728,28810,MANHATTAN,1,548,4,1080105.0,13872804
NEW YORK UNIVERSITY,"29 WASHINGTON SQUARE WEST, NEW YORK, NY, 10011","70 WASHINGTON SQ SOUTH, NEW YORK, NY 10003",107716,29243,MANHATTAN,1,552,60,1008892.0,10771603
TRUSTEES OF COLUMBIA UNIVERSITY CIT,"421 WEST 118 STREET, NEW YORK, NY, 10027","400 W 119 ST, NEW YORK, NY 10027",130567,38606,MANHATTAN,1,1962,5,1059500.0,13056703
NEW YORK UNIVERSITY,"1 WASHINGTON SQUARE VILLAGE, NEW YORK, NY, 10012","70 WASHINGTON SQUARE SOUTH, New York, NY 10012",144285,29242,MANHATTAN,1,533,1,1077833.0,14428503
TRUSTEES OF COLUMBIA UNIVERSITY,"80 MORNINGSIDE DRIVE, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",102913,25573,MANHATTAN,1,1962,18,1059505.0,10291303
TRUSTEES OF COLUMBIA UNIVERSITY,"629 WEST 115 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",113453,38293,MANHATTAN,1,1896,53,1057376.0,11345303
TRUSTEES OF COLUMBIA UNIVERSITY,"415 RIVERSIDE DRIVE, NEW YORK, NY, 10025","400 WEST 119TH STREET, New York, NY 10027",131171,27277,MANHATTAN,1,1895,78,1057359.0,13117103
NEW YORK UNIVERSITY,"246 MERCER STREET, NEW YORK, NY, 10012","70 WASHINGTON SQ SO APARTMENT 1206, NEW YORK, NY 10012",141999,25442,MANHATTAN,1,532,8,1066869.0,14199903
NEW YORK UNIVERSITY,"246 MERCER STREET, NEW YORK, NY, 10012","110 WEST 3RD STREET, NEW YORK, NY 10012",141999,25442,MANHATTAN,1,532,8,1066869.0,14199904
NEW YORK UNIVERSITY,"310 3 AVENUE, NEW YORK, NY, 10010","10 ASTOR PLACE APARTMENT 7TH FL, NEW YORK, NY 10003",143260,917682,MANHATTAN,1,879,7502,1087902.0,14326003
NEW YORK UNIVERSITY,"310 3 AVENUE, NEW YORK, NY, 10010","10 ASTOR PLACE APARTMENT 7TH FL, NEW YORK, NY 100030000",143260,917682,MANHATTAN,1,879,7502,1087902.0,14326004
NEW YORK UNIVERSITY,"140 EAST 14 STREET, NEW YORK, NY, 10003","10 ASTOR PLACE APARTMENT 7TH FL, NEW YORK, NY 10003",141977,829405,MANHATTAN,1,559,22,1085790.0,14197703
NEW YORK UNIVERSITY,"140 EAST 14 STREET, NEW YORK, NY, 10003","10 ASTOR PLACE APARTMENT 7TH FL, New York, NY 10003",141977,829405,MANHATTAN,1,559,22,1085790.0,14197704
TRUSTEES OF COLUMBIA UNIVERSITY,"528 RIVERSIDE DRIVE, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",105959,27301,MANHATTAN,1,1994,45,1059869.0,10595903
TRUSTEES OF COLUMBIA UNIVERSITY,"450 RIVERSIDE DRIVE, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",102906,27290,MANHATTAN,1,1990,61,1059832.0,10290603
TRUSTEES OF COLUMBIA UNIVERSITY,"181 CLAREMONT AVENUE, NEW YORK, NY, 10027","400 WEST 119TH STREET, New York, NY 10027",102718,9605,MANHATTAN,1,1994,60,1059871.0,10271803
TRUSTEES OF COLUMBIA UNIVERSITY,"15 CLAREMONT AVENUE, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",102891,9598,MANHATTAN,1,1990,5,1059818.0,10289103
NEW YORK UNIVERSITY,"12 EAST 8 STREET, NEW YORK, NY, 10003","70 WASHINGTON SQ SOUTH, NEW YORK, NY 10012",107710,11224,MANHATTAN,1,550,27,1077900.0,10771003
NEW YORK UNIVERSITY,"12 EAST 8 STREET, NEW YORK, NY, 10003","2 WASHINGTON SQ VILLAGE APARTMENT 1T, New York, NY 10012",107710,11224,MANHATTAN,1,550,27,1077900.0,10771004
TRUSTEES OF COLUMBIA UNIVERSITY,"1181 AMSTERDAM AVENUE, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",115538,5517,MANHATTAN,1,1962,1,1059499.0,11553803
NEW YORK UNIVERSITY,"4 WASHINGTON SQUARE VILLAGE, NEW YORK, NY, 10012","70 WASHINGTON SQUARE SOUTH, New York, NY 10012",144286,844924,MANHATTAN,1,533,1,1077836.0,14428603
NEW YORK UNIVERSITY,"4 WASHINGTON SQUARE VILLAGE, NEW YORK, NY, 10012","2 WASHINGTON SQUARE VILLAGE APARTMENT 1T, New York, NY 10012",144286,844924,MANHATTAN,1,533,1,1077836.0,14428604
TRUSTEES OF COLUMBIA UNIVERSITY,"523 WEST 112 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",111862,37985,MANHATTAN,1,1884,15,1056993.0,11186203
TRUSTEES OF COLUMBIA UNIVERSITY,"403 WEST 115 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",102909,38275,MANHATTAN,1,1867,54,1056051.0,10290903
NEW YORK UNIVERSITY,"6 EAST 8 STREET, NEW YORK, NY, 10003","70 WSHINGTON SQ SOUTH, NEW YORK, NY 10012",107711,11284,MANHATTAN,1,550,24,1008848.0,10771103
NEW YORK UNIVERSITY,"6 EAST 8 STREET, NEW YORK, NY, 10003","2 WASHINGTON SQ VILLAGE APARTMENT 1T, New York, NY 10012",107711,11284,MANHATTAN,1,550,24,1008848.0,10771104
TRUSTEES OF COLUMBIA UNIVERSITY,"520 WEST 122 STREET, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",118772,39216,MANHATTAN,1,1976,48,1059663.0,11877203
TRUSTEES OF COLUMBIA UNIVERSITY,"522 WEST 112 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",104249,37984,MANHATTAN,1,1883,48,1056984.0,10424903
TRUSTEES OF COLUMBIA UNIVERSITY,"414 WEST 120 STREET, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",122936,38899,MANHATTAN,1,1962,61,1059513.0,12293603
NEW YORK UNIVERSITY,"181 MERCER STREET, NEW YORK, NY, 10012","10 ASTOR PLACE APARTMENT 7TH FL, New York, NY 10003",145116,1009221,MANHATTAN,1,524,66,1090263.0,14511603
NEW YORK UNIVERSITY,"181 MERCER STREET, NEW YORK, NY, 10012","10 ASTOR PLACE APARTMENT 7TH FL, New York, NY 10003",145116,1009221,MANHATTAN,1,524,66,1090263.0,14511604
TRUSTEES OF COLUMBIA UNIVERSITY,"530 RIVERSIDE DRIVE, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",107116,27302,MANHATTAN,1,1994,93,1059879.0,10711603
TRUSTEES OF COLUMBIA UNIVERSITY,"975 COLUMBUS AVENUE, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",119493,9859,MANHATTAN,1,1843,61,1055704.0,11949303
TRUSTEES OF COLUMBIA UNIVERSITY,"414 WEST 119 STREET, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",122934,38732,MANHATTAN,1,1962,26,1059507.0,12293403
TRUSTEES OF COLUMBIA UNIVERSITY,"511 WEST 113 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",123841,38071,MANHATTAN,1,1885,24,1057029.0,12384103
TRUSTEES OF COLUMBIA UNIVERSITY,"548 WEST 113 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",127477,38088,MANHATTAN,1,1884,54,1057009.0,12747703
TRUSTEES OF COLUMBIA UNIVERSITY,"502 WEST 122 STREET, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",102919,39208,MANHATTAN,1,1976,37,1059659.0,10291903
TRUSTEES OF COLUMBIA UNIVERSITY,"617 WEST 115 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",128559,38290,MANHATTAN,1,1896,56,1057378.0,12855903
TRUSTEES OF COLUMBIA UNIVERSITY,"540 WEST 112 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",100976,37992,MANHATTAN,1,1883,57,1056987.0,10097603
COLUMBIA UNIVERSITY,"617 WEST 168 STREET, NEW YORK, NY, 10032","60 Haven Avenue APARTMENT 104, New York, NY 10032",106175,43107,MANHATTAN,1,2138,95,1063382.0,10617504
TRUSTEES OF COLUMBIA UNIVERSITY,"525 WEST 113 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",114371,38075,MANHATTAN,1,1885,119,1057050.0,11437103
TRUSTEES OF COLUMBIA UNIVERSITY,"529 WEST 111 STREET, NEW YORK, NY, 10025","400 WEST 118TH STREET, New York, NY 10027",112657,37896,MANHATTAN,1,1883,14,1056976.0,11265703
TRUSTEES OF COLUMBIA UNIVERSITY,"540 WEST 113 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, New York, NY 10027",123187,38083,MANHATTAN,1,1884,51,1057006.0,12318703
TRUSTEES OF COLUMBIA UNIVERSITY,"608 WEST 115 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",133599,38286,MANHATTAN,1,1896,32,1057370.0,13359903
TRUSTEES OF COLUMBIA UNIVERSITY,"530 WEST 112 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",120813,37987,MANHATTAN,1,1883,52,1056986.0,12081303
NEW YORK UNIVERSITY,"334 EAST 25 STREET, NEW YORK, NY, 10010","1 PARK AVENUE APARTMENT 5-893, New York, NY 10016",131110,12725,MANHATTAN,1,930,38,1020602.0,13111004
TRUSTEES OF COLUMBIA UNIVERSITY,"518 WEST 111 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",106750,37891,MANHATTAN,1,1882,42,1056911.0,10675003
NEW YORK UNIVERSITY,"330 EAST 25 STREET, NEW YORK, NY, 10010","339 EAST 28TH STREET, New York, NY 10016",135463,12724,MANHATTAN,1,930,41,1081673.0,13546303
NEW YORK UNIVERSITY,"330 EAST 25 STREET, NEW YORK, NY, 10010","1 PARK AVENUE APARTMENT 5-893, New York, NY 10016",135463,12724,MANHATTAN,1,930,41,1081673.0,13546304
TRUSTEES OF COLUMBIA UNIVERSITY,"528 WEST 114 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",113633,38182,MANHATTAN,1,1885,48,1057038.0,11363303
TRUSTEES OF COLUMBIA UNIVERSITY,"544 WEST 113 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",123820,38086,MANHATTAN,1,1884,52,1057007.0,12382003
TRUSTEES OF COLUMBIA UNIVERSITY,"253 WEST 109 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, New York, NY 10027",112754,37812,MANHATTAN,1,1881,6,1056694.0,11275403
TRUSTEES OF COLUMBIA UNIVERSITY,"541 WEST 113 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",113540,38084,MANHATTAN,1,1885,11,1057022.0,11354003
TRUSTEES OF COLUMBIA UNIVERSITY,"608 WEST 114 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",118527,38200,MANHATTAN,1,1895,164,1057363.0,11852703
